GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
8600000US53016,53016,ZCTA5 53016,377,80,314,54,43,66,11,14,5,7,0,9,1,2,3,6,0,9,3,6
8600000US53017,53017,ZCTA5 53017,5621,495,5423,474,40,51,0,12,26,26,0,12,0,12,132,123,0,12,132,123
8600000US53018,53018,ZCTA5 53018,7983,474,7491,446,136,60,0,12,47,32,0,12,5,10,304,146,9,15,295,146
8600000US53019,53019,ZCTA5 53019,1874,139,1799,129,3,5,16,21,22,27,7,7,5,7,22,20,10,12,12,13
8600000US53020,53020,ZCTA5 53020,3720,219,3710,223,0,9,3,5,1,3,0,9,0,9,6,11,0,9,6,11
8600000US53021,53021,ZCTA5 53021,5018,253,4728,287,32,31,38,38,8,9,0,12,144,118,68,48,24,26,44,40
8600000US53022,53022,ZCTA5 53022,19216,272,17508,395,375,203,50,39,735,245,0,14,103,113,445,196,219,175,226,106
8600000US53023,53023,ZCTA5 53023,2488,108,2004,131,323,90,61,38,6,7,1,2,7,14,86,37,0,9,86,37
8600000US53024,53024,ZCTA5 53024,16812,434,15750,526,221,143,30,37,480,241,5,9,21,29,305,146,0,14,305,146
8600000US53027,53027,ZCTA5 53027,22578,401,21760,446,121,102,47,39,152,93,0,16,173,135,325,129,23,39,302,128
8600000US53029,53029,ZCTA5 53029,20927,476,20180,515,93,62,51,45,261,125,0,16,117,97,225,162,5,8,220,161
8600000US53031,53031,ZCTA5 53031,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53032,53032,ZCTA5 53032,4843,167,4701,216,103,114,0,9,13,22,0,9,20,36,6,8,5,8,1,2
8600000US53033,53033,ZCTA5 53033,5101,353,4980,340,12,18,16,18,30,26,0,12,33,53,30,34,0,12,30,34
8600000US53034,53034,ZCTA5 53034,1697,166,1662,167,0,9,0,9,0,9,0,9,0,9,35,27,0,9,35,27
8600000US53035,53035,ZCTA5 53035,2415,165,2376,163,21,31,18,29,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53036,53036,ZCTA5 53036,3078,239,2953,263,20,34,4,7,0,9,0,9,29,47,72,93,0,9,72,93
8600000US53037,53037,ZCTA5 53037,9529,315,9296,294,97,134,14,25,80,81,0,12,0,12,42,41,0,12,42,41
8600000US53038,53038,ZCTA5 53038,4282,215,4113,225,19,20,10,15,67,55,0,9,42,50,31,31,0,9,31,31
8600000US53039,53039,ZCTA5 53039,4595,174,4420,170,7,9,67,76,13,18,0,9,31,27,57,36,16,26,41,28
8600000US53040,53040,ZCTA5 53040,8005,299,7660,347,260,230,24,20,6,14,0,12,2,4,53,56,0,12,53,56
8600000US53042,53042,ZCTA5 53042,6806,263,6733,255,25,21,24,23,10,10,4,7,0,12,10,10,3,4,7,7
8600000US53044,53044,ZCTA5 53044,2381,217,2298,217,3,5,6,14,32,26,0,9,5,8,37,31,3,5,34,30
8600000US53045,53045,ZCTA5 53045,21292,396,18326,492,116,79,0,16,2426,306,0,16,26,36,398,202,68,83,330,172
8600000US53046,53046,ZCTA5 53046,1132,187,1105,189,23,31,4,6,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53047,53047,ZCTA5 53047,41,28,41,28,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53048,53048,ZCTA5 53048,3177,222,3076,221,0,9,2,4,0,9,0,9,65,65,34,36,0,9,34,36
8600000US53049,53049,ZCTA5 53049,2952,283,2940,285,0,9,5,7,0,9,0,9,0,9,7,11,0,9,7,11
8600000US53050,53050,ZCTA5 53050,6808,158,6617,227,41,63,4,5,66,103,0,12,43,62,37,30,19,26,18,13
8600000US53051,53051,ZCTA5 53051,36431,66,32548,503,1134,312,75,62,2024,348,14,22,155,129,481,176,27,41,454,169
8600000US53057,53057,ZCTA5 53057,1621,175,1613,173,1,2,0,9,0,9,0,9,0,9,7,9,0,9,7,9
8600000US53058,53058,ZCTA5 53058,3519,267,3395,273,0,9,0,9,51,54,0,9,4,6,69,53,0,9,69,53
8600000US53059,53059,ZCTA5 53059,1863,178,1800,173,12,18,28,37,0,9,7,9,10,14,6,9,0,9,6,9
8600000US53061,53061,ZCTA5 53061,5212,284,5122,283,34,41,35,48,0,12,0,12,18,24,3,5,0,12,3,5
8600000US53063,53063,ZCTA5 53063,1664,156,1578,167,14,17,0,9,9,9,0,9,20,24,43,43,4,6,39,42
8600000US53065,53065,ZCTA5 53065,2299,182,2160,150,23,19,7,7,24,24,0,9,65,80,20,23,0,9,20,23
8600000US53066,53066,ZCTA5 53066,34677,483,33228,767,368,269,58,54,298,141,3,5,441,456,281,93,10,16,271,91
8600000US53069,53069,ZCTA5 53069,731,181,685,165,46,79,0,9,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53070,53070,ZCTA5 53070,5040,243,4936,242,38,58,6,9,16,14,0,12,13,18,31,28,0,12,31,28
8600000US53072,53072,ZCTA5 53072,25102,426,23588,541,252,197,14,16,979,280,2,4,53,59,214,97,0,16,214,97
8600000US53073,53073,ZCTA5 53073,14567,219,14046,253,149,101,31,25,107,44,0,14,40,42,194,100,0,14,194,100
8600000US53074,53074,ZCTA5 53074,13014,283,12674,298,90,46,50,55,48,49,0,14,31,41,121,81,3,4,118,82
8600000US53075,53075,ZCTA5 53075,3111,193,3021,181,0,9,6,8,24,21,0,9,8,9,52,47,6,10,46,51
8600000US53076,53076,ZCTA5 53076,3543,486,3456,478,0,9,0,9,0,9,0,9,40,46,47,49,0,9,47,49
8600000US53078,53078,ZCTA5 53078,1701,134,1685,130,0,9,0,9,7,12,0,9,9,14,0,9,0,9,0,9
8600000US53079,53079,ZCTA5 53079,1420,129,1400,125,0,9,2,3,5,9,0,9,0,9,13,14,0,9,13,14
8600000US53080,53080,ZCTA5 53080,5831,272,5546,288,72,74,57,68,32,42,30,21,19,29,75,66,0,12,75,66
8600000US53081,53081,ZCTA5 53081,42496,753,34786,618,1150,247,55,42,4260,536,6,9,974,416,1265,294,165,118,1100,270
8600000US53083,53083,ZCTA5 53083,20344,749,17803,614,138,119,35,36,1542,559,0,16,388,367,438,202,95,73,343,164
8600000US53085,53085,ZCTA5 53085,11301,280,10819,339,48,73,56,43,165,117,0,14,39,34,174,119,3,5,171,118
8600000US53086,53086,ZCTA5 53086,8391,338,8243,330,22,33,0,12,26,26,8,13,16,27,76,76,12,19,64,71
8600000US53088,53088,ZCTA5 53088,434,91,416,92,0,9,0,9,0,9,0,9,0,9,18,32,0,9,18,32
8600000US53089,53089,ZCTA5 53089,19341,399,18412,449,135,154,58,66,423,199,0,14,90,77,223,102,10,15,213,104
8600000US53090,53090,ZCTA5 53090,21972,591,21115,646,170,99,26,30,79,76,0,16,281,143,301,104,94,62,207,83
8600000US53091,53091,ZCTA5 53091,1829,170,1745,157,68,110,0,9,3,4,0,9,5,5,8,13,0,9,8,13
8600000US53092,53092,ZCTA5 53092,21212,523,19851,574,320,155,78,59,565,232,0,16,24,21,374,143,55,53,319,134
8600000US53093,53093,ZCTA5 53093,2022,209,1958,204,13,18,0,9,16,16,0,9,1,2,34,31,0,9,34,31
8600000US53094,53094,ZCTA5 53094,19139,314,18121,448,146,89,25,24,110,69,0,14,332,240,405,143,51,41,354,138
8600000US53095,53095,ZCTA5 53095,27201,571,25762,669,428,259,48,62,437,213,0,16,55,58,471,205,12,21,459,205
8600000US53097,53097,ZCTA5 53097,5757,526,5100,496,326,179,6,10,298,154,0,12,0,12,27,29,0,12,27,29
8600000US53098,53098,ZCTA5 53098,11690,216,10658,423,275,307,7,11,64,40,0,14,38,43,648,261,93,103,555,252
8600000US53103,53103,ZCTA5 53103,3772,197,3656,200,4,7,24,27,13,15,0,9,47,70,28,19,6,9,22,17
8600000US53104,53104,ZCTA5 53104,5186,392,5049,380,55,61,0,12,45,47,0,12,0,12,37,54,0,12,37,54
8600000US53105,53105,ZCTA5 53105,29215,642,28053,773,341,145,2,5,97,63,38,57,93,103,591,274,76,98,515,269
8600000US53108,53108,ZCTA5 53108,3257,404,3109,364,10,15,129,135,0,9,0,9,0,9,9,14,0,9,9,14
8600000US53110,53110,ZCTA5 53110,18683,231,16997,497,555,255,92,60,118,118,0,14,405,257,516,256,22,24,494,255
8600000US53114,53114,ZCTA5 53114,2948,260,2817,277,26,22,0,9,10,7,0,9,33,28,62,45,34,38,28,25
8600000US53115,53115,ZCTA5 53115,16180,371,14950,504,146,80,69,56,188,148,0,14,548,276,279,143,40,40,239,142
8600000US53118,53118,ZCTA5 53118,7367,327,7094,288,22,22,21,35,39,27,11,18,17,24,163,135,0,12,163,135
8600000US53119,53119,ZCTA5 53119,5643,289,5425,269,0,12,152,169,0,12,0,12,36,43,30,27,7,11,23,24
8600000US53120,53120,ZCTA5 53120,9530,344,9079,396,101,66,29,27,55,65,0,12,35,33,231,127,100,111,131,81
8600000US53121,53121,ZCTA5 53121,18597,401,17731,487,189,105,24,25,182,99,0,14,217,125,254,155,63,104,191,98
8600000US53122,53122,ZCTA5 53122,6127,24,5809,203,0,12,18,24,169,126,14,14,0,12,117,125,18,28,99,101
8600000US53125,53125,ZCTA5 53125,1837,167,1776,151,16,15,0,9,4,6,0,9,14,20,27,37,0,9,27,37
8600000US53126,53126,ZCTA5 53126,7314,562,7034,593,155,139,3,5,10,18,0,12,23,25,89,74,16,28,73,70
8600000US53128,53128,ZCTA5 53128,8973,269,8495,295,44,46,40,33,75,72,0,12,32,34,287,136,61,58,226,130
8600000US53129,53129,ZCTA5 53129,14248,49,12736,504,243,124,58,60,509,285,0,14,409,350,293,151,76,73,217,128
8600000US53130,53130,ZCTA5 53130,7754,66,7285,203,87,70,22,34,211,150,11,17,13,21,125,73,0,12,125,73
8600000US53132,53132,ZCTA5 53132,35795,175,30128,608,1944,306,177,117,2424,409,0,18,289,204,833,290,143,174,690,252
8600000US53137,53137,ZCTA5 53137,1637,182,1601,175,0,9,0,9,3,6,0,9,0,9,33,46,0,9,33,46
8600000US53139,53139,ZCTA5 53139,2699,298,2595,297,6,9,0,9,19,18,0,9,24,29,55,48,5,9,50,47
8600000US53140,53140,ZCTA5 53140,29355,1096,23796,1029,3577,598,203,117,144,101,20,23,719,314,896,272,118,79,778,257
8600000US53142,53142,ZCTA5 53142,31700,979,26864,1100,1935,400,98,54,958,225,0,18,729,348,1116,423,129,101,987,419
8600000US53143,53143,ZCTA5 53143,24311,1025,19003,858,3198,505,174,123,92,63,0,16,799,348,1045,312,304,265,741,222
8600000US53144,53144,ZCTA5 53144,27268,970,22179,1038,3223,514,74,50,227,132,0,16,663,344,902,338,191,138,711,319
8600000US53146,53146,ZCTA5 53146,7930,474,7643,491,0,12,8,13,220,138,0,12,17,27,42,38,0,12,42,38
8600000US53147,53147,ZCTA5 53147,16797,495,15719,525,29,40,159,157,204,127,2,5,383,169,301,115,113,66,188,84
8600000US53149,53149,ZCTA5 53149,19627,390,18709,458,295,153,35,33,153,81,0,14,84,67,351,217,17,29,334,211
8600000US53150,53150,ZCTA5 53150,25294,136,24529,308,48,60,10,12,227,143,0,16,325,246,155,76,29,32,126,72
8600000US53151,53151,ZCTA5 53151,31719,482,29257,582,299,170,14,23,1552,344,41,46,59,46,497,180,33,30,464,179
8600000US53153,53153,ZCTA5 53153,2411,167,2323,168,0,9,4,6,0,9,0,9,3,5,81,56,3,5,78,56
8600000US53154,53154,ZCTA5 53154,35588,35,30473,755,1297,492,294,154,2359,488,16,26,273,154,876,345,96,82,780,337
8600000US53156,53156,ZCTA5 53156,2979,250,2815,257,0,9,0,9,1,4,0,9,85,84,78,42,22,28,56,33
8600000US53158,53158,ZCTA5 53158,16936,544,15266,664,304,215,34,42,574,347,0,14,318,172,440,213,191,204,249,143
8600000US53167,53167,ZCTA5 53167,781,298,781,298,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53168,53168,ZCTA5 53168,8521,652,8165,640,101,95,9,14,108,108,0,12,69,46,69,51,6,8,63,50
8600000US53170,53170,ZCTA5 53170,2529,287,2423,289,0,9,21,23,50,47,0,9,0,9,35,39,0,9,35,39
8600000US53172,53172,ZCTA5 53172,21185,26,19374,383,614,271,87,74,160,161,9,13,168,86,773,213,112,100,661,196
8600000US53177,53177,ZCTA5 53177,8378,287,6961,297,908,180,98,62,126,89,0,12,174,83,111,60,15,16,96,58
8600000US53178,53178,ZCTA5 53178,2810,185,2735,188,3,5,6,8,3,6,0,9,7,10,56,31,3,5,53,31
8600000US53179,53179,ZCTA5 53179,6930,578,6695,586,28,25,13,23,0,12,24,29,0,12,170,111,26,29,144,105
8600000US53181,53181,ZCTA5 53181,7450,129,7317,165,28,26,19,32,40,35,0,12,7,11,39,43,14,17,25,39
8600000US53182,53182,ZCTA5 53182,9606,409,8923,505,220,101,55,54,29,113,0,12,175,192,204,143,0,12,204,143
8600000US53183,53183,ZCTA5 53183,2797,145,2688,172,24,43,0,9,41,42,0,9,5,9,39,35,0,9,39,35
8600000US53184,53184,ZCTA5 53184,4317,162,4005,215,18,18,13,14,4,6,0,9,208,144,69,48,61,46,8,12
8600000US53185,53185,ZCTA5 53185,18935,385,18136,439,43,39,25,29,165,104,0,14,304,226,262,121,65,62,197,105
8600000US53186,53186,ZCTA5 53186,33793,1026,29685,1061,1131,351,115,64,1249,257,2,5,693,268,918,288,166,113,752,256
8600000US53188,53188,ZCTA5 53188,35524,922,31963,905,1209,641,41,35,786,276,69,59,963,375,493,184,26,24,467,184
8600000US53189,53189,ZCTA5 53189,26093,942,24026,927,371,206,118,105,591,210,0,16,607,389,380,150,10,14,370,149
8600000US53190,53190,ZCTA5 53190,19401,258,17473,346,574,146,22,19,344,139,82,75,399,163,507,163,54,42,453,160
8600000US53191,53191,ZCTA5 53191,2798,139,2661,148,22,21,0,9,35,31,19,29,0,9,61,40,5,7,56,39
8600000US53192,53192,ZCTA5 53192,50,78,50,78,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53195,53195,ZCTA5 53195,108,45,84,38,0,9,0,9,0,9,0,9,20,27,4,8,0,9,4,8
8600000US53202,53202,ZCTA5 53202,24641,848,20336,806,1834,382,81,67,1353,255,18,18,415,151,604,195,144,137,460,137
8600000US53203,53203,ZCTA5 53203,1403,121,1142,124,149,69,0,9,74,40,0,9,0,9,38,30,0,9,38,30
8600000US53204,53204,ZCTA5 53204,38892,1644,14331,1232,4358,672,624,258,520,246,0,18,17973,1556,1086,348,473,264,613,208
8600000US53205,53205,ZCTA5 53205,9646,612,480,171,8150,560,121,121,586,260,0,12,48,59,261,134,17,24,244,129
8600000US53206,53206,ZCTA5 53206,23827,1198,459,213,22698,1136,36,31,150,108,0,16,151,174,333,119,41,34,292,124
8600000US53207,53207,ZCTA5 53207,37208,889,32498,892,756,248,317,132,678,235,24,21,1488,364,1447,378,296,227,1151,300
8600000US53208,53208,ZCTA5 53208,30354,1240,10541,604,14512,976,109,69,2411,495,0,18,754,311,2027,467,112,86,1915,470
8600000US53209,53209,ZCTA5 53209,45583,1399,11084,692,31497,1316,183,102,724,321,0,18,714,438,1381,354,102,80,1279,325
8600000US53210,53210,ZCTA5 53210,26837,1162,5662,452,19389,1069,73,49,503,295,0,16,395,183,815,232,90,93,725,212
8600000US53211,53211,ZCTA5 53211,35747,833,30436,955,1927,443,143,82,1555,279,5,8,534,233,1147,267,18,22,1129,264
8600000US53212,53212,ZCTA5 53212,31408,945,12805,618,15887,948,155,113,341,127,0,18,599,218,1621,386,245,115,1376,353
8600000US53213,53213,ZCTA5 53213,27197,633,23684,694,1439,352,48,35,1084,331,3,5,206,95,733,243,51,56,682,238
8600000US53214,53214,ZCTA5 53214,35248,835,28816,868,2534,502,456,189,738,295,0,18,1556,500,1148,229,203,89,945,217
8600000US53215,53215,ZCTA5 53215,62134,1586,40690,1607,3929,750,550,178,1866,544,50,51,12093,1196,2956,547,594,236,2362,534
8600000US53216,53216,ZCTA5 53216,33707,1424,3734,489,27502,1310,44,29,496,274,16,20,475,234,1440,473,177,150,1263,433
8600000US53217,53217,ZCTA5 53217,29418,541,25579,713,1140,374,94,51,1691,366,8,13,75,47,831,222,62,48,769,215
8600000US53218,53218,ZCTA5 53218,42430,1486,5570,633,29772,1199,127,68,4845,809,0,18,675,284,1441,456,190,118,1251,442
8600000US53219,53219,ZCTA5 53219,34432,1087,29116,1140,1778,448,228,175,452,222,27,44,1117,392,1714,389,358,195,1356,362
8600000US53220,53220,ZCTA5 53220,26118,1122,22128,1152,1204,430,206,112,1021,417,0,16,873,376,686,261,133,94,553,257
8600000US53221,53221,ZCTA5 53221,40945,1235,33202,1265,2340,628,184,97,2299,585,0,18,1242,438,1678,443,384,195,1294,372
8600000US53222,53222,ZCTA5 53222,26328,781,16933,720,7026,703,88,75,1023,268,0,16,347,188,911,247,119,84,792,233
8600000US53223,53223,ZCTA5 53223,29435,1310,10485,664,14790,1075,43,38,2658,714,0,16,298,213,1161,447,229,221,932,360
8600000US53224,53224,ZCTA5 53224,21607,1195,6835,638,11767,1115,20,35,1031,418,0,16,923,485,1031,364,222,165,809,325
8600000US53225,53225,ZCTA5 53225,26070,1039,8835,610,14262,1083,161,108,1481,482,16,19,613,264,702,234,85,106,617,210
8600000US53226,53226,ZCTA5 53226,19137,545,16708,617,609,200,43,37,913,259,0,14,200,107,664,257,209,132,455,218
8600000US53227,53227,ZCTA5 53227,23763,574,20458,687,1349,433,137,87,908,304,0,16,325,106,586,205,147,88,439,180
8600000US53228,53228,ZCTA5 53228,15162,584,13409,601,250,119,129,72,708,320,0,14,188,126,478,211,45,52,433,202
8600000US53233,53233,ZCTA5 53233,15376,729,8454,586,4846,379,99,70,880,228,0,14,526,197,571,145,161,115,410,102
8600000US53235,53235,ZCTA5 53235,9172,231,8126,332,234,137,56,60,354,219,17,24,88,91,297,155,61,99,236,133
8600000US53295,53295,ZCTA5 53295,194,156,139,92,44,61,6,12,0,9,0,9,0,9,5,11,0,9,5,11
8600000US53402,53402,ZCTA5 53402,32737,794,27197,757,3028,518,183,125,363,139,7,11,940,399,1019,284,185,90,834,271
8600000US53403,53403,ZCTA5 53403,26209,1058,16134,882,6537,645,82,70,146,85,0,16,1925,485,1385,501,250,169,1135,478
8600000US53404,53404,ZCTA5 53404,15614,1087,7847,769,4374,666,108,78,186,181,0,14,1990,550,1109,471,155,167,954,452
8600000US53405,53405,ZCTA5 53405,24727,963,18421,1075,3607,629,169,110,410,215,0,16,1057,513,1063,346,294,163,769,301
8600000US53406,53406,ZCTA5 53406,26582,841,21774,808,2488,379,143,129,848,246,10,16,544,317,775,234,89,93,686,245
8600000US53501,53501,ZCTA5 53501,264,323,264,323,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53502,53502,ZCTA5 53502,2408,200,2246,191,36,40,15,12,17,13,0,9,0,9,94,75,0,9,94,75
8600000US53503,53503,ZCTA5 53503,1984,142,1913,149,18,16,0,9,3,5,0,9,40,55,10,11,0,9,10,11
8600000US53504,53504,ZCTA5 53504,2017,150,1990,146,0,9,5,5,11,14,0,9,0,9,11,9,0,9,11,9
8600000US53505,53505,ZCTA5 53505,441,83,432,83,0,9,0,9,0,9,0,9,6,7,3,4,0,9,3,4
8600000US53506,53506,ZCTA5 53506,1020,108,988,105,10,9,1,3,0,9,0,9,0,9,21,11,0,9,21,11
8600000US53507,53507,ZCTA5 53507,2255,163,2123,150,39,29,20,26,4,7,0,9,37,44,32,34,0,9,32,34
8600000US53508,53508,ZCTA5 53508,5407,258,5229,255,22,22,13,13,35,31,0,12,11,14,97,69,0,12,97,69
8600000US53510,53510,ZCTA5 53510,1459,141,1349,138,4,6,0,9,18,16,0,9,32,40,56,37,0,9,56,37
8600000US53511,53511,ZCTA5 53511,48721,365,37904,812,5418,431,104,61,702,182,0,18,2252,580,2341,425,157,112,2184,395
8600000US53515,53515,ZCTA5 53515,2180,141,2121,130,11,15,0,9,5,5,0,9,6,7,37,26,7,9,30,24
8600000US53516,53516,ZCTA5 53516,2343,162,2306,164,0,9,8,15,8,14,0,9,3,4,18,12,5,6,13,11
8600000US53517,53517,ZCTA5 53517,1791,128,1694,113,20,19,0,9,17,18,0,9,19,16,41,42,0,9,41,42
8600000US53518,53518,ZCTA5 53518,1376,153,1309,147,31,36,2,5,0,9,4,6,4,5,26,26,0,9,26,26
8600000US53520,53520,ZCTA5 53520,6474,246,6240,244,0,12,22,26,74,74,18,26,77,104,43,23,0,12,43,23
8600000US53521,53521,ZCTA5 53521,3763,217,3630,215,32,30,12,14,17,15,0,9,23,20,49,39,3,5,46,38
8600000US53522,53522,ZCTA5 53522,1103,94,1092,95,0,9,0,9,0,9,0,9,0,9,11,13,0,9,11,13
8600000US53523,53523,ZCTA5 53523,4817,355,4700,349,28,20,4,7,4,6,0,9,26,43,55,39,0,9,55,39
8600000US53525,53525,ZCTA5 53525,4054,263,3624,296,33,29,0,9,19,20,0,9,196,117,182,130,22,21,160,130
8600000US53526,53526,ZCTA5 53526,573,77,573,77,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53527,53527,ZCTA5 53527,10945,254,10022,563,43,44,5,8,528,360,6,9,286,450,55,55,0,14,55,55
8600000US53528,53528,ZCTA5 53528,5977,216,5809,225,0,12,0,12,32,33,0,12,24,27,112,72,13,18,99,64
8600000US53529,53529,ZCTA5 53529,2063,203,1934,187,10,14,0,9,60,70,0,9,43,58,16,11,0,9,16,11
8600000US53530,53530,ZCTA5 53530,4527,228,4385,230,35,28,17,22,0,9,0,9,85,76,5,4,0,9,5,4
8600000US53531,53531,ZCTA5 53531,4532,249,4298,232,109,69,25,22,11,12,0,9,9,9,80,46,7,7,73,45
8600000US53532,53532,ZCTA5 53532,14747,433,13858,553,93,60,69,70,365,217,0,14,22,21,340,162,0,14,340,162
8600000US53533,53533,ZCTA5 53533,7211,230,7045,252,11,10,0,12,111,53,0,12,0,12,44,32,16,24,28,23
8600000US53534,53534,ZCTA5 53534,11942,262,11325,363,189,217,11,14,139,135,0,14,18,29,260,140,84,109,176,101
8600000US53536,53536,ZCTA5 53536,8872,267,8603,328,42,29,13,12,15,17,20,30,23,25,156,113,0,12,156,113
8600000US53537,53537,ZCTA5 53537,749,126,740,126,7,11,0,9,0,9,0,9,0,9,2,4,0,9,2,4
8600000US53538,53538,ZCTA5 53538,18836,317,17485,500,191,118,31,24,113,85,0,14,416,227,600,222,110,122,490,192
8600000US53540,53540,ZCTA5 53540,276,94,194,77,0,9,0,9,0,9,0,9,75,59,7,12,0,9,7,12
8600000US53541,53541,ZCTA5 53541,900,79,867,77,4,5,6,6,18,14,0,9,1,4,4,5,2,3,2,4
8600000US53543,53543,ZCTA5 53543,1739,104,1690,105,12,17,3,4,6,7,0,9,0,9,28,17,10,12,18,16
8600000US53544,53544,ZCTA5 53544,698,73,694,73,0,9,2,4,0,9,0,9,0,9,2,3,0,9,2,3
8600000US53545,53545,ZCTA5 53545,22845,688,21476,723,521,238,16,21,170,116,6,10,231,141,425,143,0,16,425,143
8600000US53546,53546,ZCTA5 53546,31128,724,28719,814,449,233,15,14,460,186,0,18,452,269,1033,360,17,24,1016,366
8600000US53548,53548,ZCTA5 53548,18553,615,17064,644,291,151,61,40,317,209,0,14,230,152,590,212,24,21,566,212
8600000US53549,53549,ZCTA5 53549,10303,267,9797,330,141,85,12,18,81,61,0,14,123,106,149,98,102,94,47,30
8600000US53550,53550,ZCTA5 53550,1166,143,1157,142,0,9,0,9,0,9,0,9,0,9,9,9,3,4,6,7
8600000US53551,53551,ZCTA5 53551,8453,306,7903,310,51,58,4,9,54,44,0,12,322,244,119,83,0,12,119,83
8600000US53553,53553,ZCTA5 53553,534,101,534,101,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53554,53554,ZCTA5 53554,1240,150,1170,141,8,11,0,9,0,9,0,9,49,56,13,14,0,9,13,14
8600000US53555,53555,ZCTA5 53555,8356,182,8016,252,56,67,9,14,93,47,0,12,108,129,74,55,0,12,74,55
8600000US53556,53556,ZCTA5 53556,2550,188,2403,182,20,18,21,26,15,17,0,9,77,70,14,15,0,9,14,15
8600000US53557,53557,ZCTA5 53557,342,59,333,56,0,9,0,9,0,9,0,9,9,11,0,9,0,9,0,9
8600000US53558,53558,ZCTA5 53558,11638,413,11112,449,210,136,0,14,131,130,0,14,25,41,160,92,27,44,133,79
8600000US53559,53559,ZCTA5 53559,6129,192,5820,278,75,71,0,12,27,41,0,12,154,190,53,48,0,12,53,48
8600000US53560,53560,ZCTA5 53560,3639,169,3468,163,30,19,0,9,18,12,0,9,6,6,117,99,0,9,117,99
8600000US53561,53561,ZCTA5 53561,1795,141,1749,140,8,14,0,9,2,4,2,4,10,14,24,27,0,9,24,27
8600000US53562,53562,ZCTA5 53562,25508,550,21140,828,1397,521,41,31,1732,399,24,38,492,364,682,241,0,16,682,241
8600000US53563,53563,ZCTA5 53563,10958,351,10529,363,159,108,0,14,67,59,0,14,30,45,173,101,0,14,173,101
8600000US53565,53565,ZCTA5 53565,4798,221,4593,214,51,40,29,35,23,33,17,20,34,50,51,32,4,5,47,31
8600000US53566,53566,ZCTA5 53566,15122,264,14520,297,56,50,23,19,101,72,0,14,190,146,232,121,0,14,232,121
8600000US53569,53569,ZCTA5 53569,1386,166,1346,163,19,22,0,9,4,5,0,9,12,14,5,6,0,9,5,6
8600000US53570,53570,ZCTA5 53570,2610,185,2572,184,2,3,0,9,3,4,0,9,8,6,25,19,0,9,25,19
8600000US53571,53571,ZCTA5 53571,302,145,261,143,13,20,0,9,0,9,0,9,0,9,28,42,0,9,28,42
8600000US53572,53572,ZCTA5 53572,10688,227,10251,289,137,84,0,14,57,44,0,14,8,10,235,133,0,14,235,133
8600000US53573,53573,ZCTA5 53573,3070,186,3004,188,7,7,0,9,4,5,2,2,39,44,14,14,0,9,14,14
8600000US53574,53574,ZCTA5 53574,3868,212,3816,212,17,17,0,9,24,20,0,9,0,9,11,10,0,9,11,10
8600000US53575,53575,ZCTA5 53575,16211,422,14717,588,906,351,65,59,51,42,2,4,107,100,363,177,32,51,331,171
8600000US53576,53576,ZCTA5 53576,2277,170,2199,162,11,15,0,9,15,18,0,9,5,6,47,33,13,15,34,29
8600000US53577,53577,ZCTA5 53577,1437,117,1408,117,10,11,3,4,8,10,0,9,0,9,8,15,0,9,8,15
8600000US53578,53578,ZCTA5 53578,6418,228,6233,241,12,15,0,12,0,12,0,12,97,126,76,59,0,12,76,59
8600000US53579,53579,ZCTA5 53579,1790,160,1736,157,19,28,15,19,2,4,0,9,0,9,18,19,0,9,18,19
8600000US53580,53580,ZCTA5 53580,550,96,546,96,0,9,0,9,0,9,0,9,0,9,4,4,0,9,4,4
