GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35
Id,Id2,Geography,Number; Estimate; All households,Number; Margin of Error; All households,Percent Distribution; Estimate; All households,Percent Distribution; Margin of Error; All households,Mean income (dollars); Estimate; All households,Mean income (dollars); Margin of Error; All households,Number; Estimate; All households - With earnings,Number; Margin of Error; All households - With earnings,Percent Distribution; Estimate; All households - With earnings,Percent Distribution; Margin of Error; All households - With earnings,Mean income (dollars); Estimate; All households - With earnings,Mean income (dollars); Margin of Error; All households - With earnings,Number; Estimate; All households - With earnings - With wages or salary income,Number; Margin of Error; All households - With earnings - With wages or salary income,Percent Distribution; Estimate; All households - With earnings - With wages or salary income,Percent Distribution; Margin of Error; All households - With earnings - With wages or salary income,Mean income (dollars); Estimate; All households - With earnings - With wages or salary income,Mean income (dollars); Margin of Error; All households - With earnings - With wages or salary income,Number; Estimate; All households - With earnings - With self-employment income,Number; Margin of Error; All households - With earnings - With self-employment income,Percent Distribution; Estimate; All households - With earnings - With self-employment income,Percent Distribution; Margin of Error; All households - With earnings - With self-employment income,Mean income (dollars); Estimate; All households - With earnings - With self-employment income,Mean income (dollars); Margin of Error; All households - With earnings - With self-employment income,"Number; Estimate; All households - With interest, dividends, or net rental income","Number; Margin of Error; All households - With interest, dividends, or net rental income","Percent Distribution; Estimate; All households - With interest, dividends, or net rental income","Percent Distribution; Margin of Error; All households - With interest, dividends, or net rental income","Mean income (dollars); Estimate; All households - With interest, dividends, or net rental income","Mean income (dollars); Margin of Error; All households - With interest, dividends, or net rental income",Number; Estimate; All households - With Social Security income,Number; Margin of Error; All households - With Social Security income,Percent Distribution; Estimate; All households - With Social Security income,Percent Distribution; Margin of Error; All households - With Social Security income,Mean income (dollars); Estimate; All households - With Social Security income,Mean income (dollars); Margin of Error; All households - With Social Security income,Number; Estimate; All households - With Supplemental Security Income (SSI),Number; Margin of Error; All households - With Supplemental Security Income (SSI),Percent Distribution; Estimate; All households - With Supplemental Security Income (SSI),Percent Distribution; Margin of Error; All households - With Supplemental Security Income (SSI),Mean income (dollars); Estimate; All households - With Supplemental Security Income (SSI),Mean income (dollars); Margin of Error; All households - With Supplemental Security Income (SSI),Number; Estimate; All households - With cash public assistance income or Food Stamps/SNAP,Number; Margin of Error; All households - With cash public assistance income or Food Stamps/SNAP,Percent Distribution; Estimate; All households - With cash public assistance income or Food Stamps/SNAP,Percent Distribution; Margin of Error; All households - With cash public assistance income or Food Stamps/SNAP,Mean income (dollars); Estimate; All households - With cash public assistance income or Food Stamps/SNAP,Mean income (dollars); Margin of Error; All households - With cash public assistance income or Food Stamps/SNAP,Number; Estimate; All households - With cash public assistance income or Food Stamps/SNAP - With cash public assistance,Number; Margin of Error; All households - With cash public assistance income or Food Stamps/SNAP - With cash public assistance,Percent Distribution; Estimate; All households - With cash public assistance income or Food Stamps/SNAP - With cash public assistance,Percent Distribution; Margin of Error; All households - With cash public assistance income or Food Stamps/SNAP - With cash public assistance,Mean income (dollars); Estimate; All households - With cash public assistance income or Food Stamps/SNAP - With cash public assistance,Mean income (dollars); Margin of Error; All households - With cash public assistance income or Food Stamps/SNAP - With cash public assistance,Number; Estimate; All households - With retirement income,Number; Margin of Error; All households - With retirement income,Percent Distribution; Estimate; All households - With retirement income,Percent Distribution; Margin of Error; All households - With retirement income,Mean income (dollars); Estimate; All households - With retirement income,Mean income (dollars); Margin of Error; All households - With retirement income,Number; Estimate; All households - With other types of income,Number; Margin of Error; All households - With other types of income,Percent Distribution; Estimate; All households - With other types of income,Percent Distribution; Margin of Error; All households - With other types of income,Mean income (dollars); Estimate; All households - With other types of income,Mean income (dollars); Margin of Error; All households - With other types of income,Number; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Number; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Percent Distribution; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Percent Distribution; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Number; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Number; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Percent Distribution; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Percent Distribution; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Number; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Number; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Percent Distribution; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Percent Distribution; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,"Number; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Number; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Percent Distribution; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Percent Distribution; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Number; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Number; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Percent Distribution; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Percent Distribution; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Number; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Number; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Percent Distribution; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Percent Distribution; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Number; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Number; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Percent Distribution; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Percent Distribution; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other",Number; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Number; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Percent Distribution; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Percent Distribution; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Number; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Number; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Percent Distribution; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Percent Distribution; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Number; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Number; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Percent Distribution; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Percent Distribution; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Number; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Number; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Percent Distribution; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Percent Distribution; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Number; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Number; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Percent Distribution; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Percent Distribution; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Number; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Number; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Percent Distribution; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Percent Distribution; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Number; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Number; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Percent Distribution; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Percent Distribution; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Number; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Number; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Percent Distribution; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Percent Distribution; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Number; Estimate; Hispanic or Latino origin (of any race),Number; Margin of Error; Hispanic or Latino origin (of any race),Percent Distribution; Estimate; Hispanic or Latino origin (of any race),Percent Distribution; Margin of Error; Hispanic or Latino origin (of any race),Mean income (dollars); Estimate; Hispanic or Latino origin (of any race),Mean income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Number; Estimate; White alone, not Hispanic or Latino","Number; Margin of Error; White alone, not Hispanic or Latino","Percent Distribution; Estimate; White alone, not Hispanic or Latino","Percent Distribution; Margin of Error; White alone, not Hispanic or Latino","Mean income (dollars); Estimate; White alone, not Hispanic or Latino","Mean income (dollars); Margin of Error; White alone, not Hispanic or Latino"
8600000US53001,53001,ZCTA5 53001,788,56,788,56,84999,7559,657,58,83.4,4.1,84675,9644,636,57,80.7,4.2,78523,9223,136,33,17.3,4.1,41846,12500,215,36,27.3,4.5,8411,2694,219,38,27.8,4.9,22350,2056,25,18,3.2,2.3,10000,1564,34,14,4.3,1.8,(X),(X),3,4,0.4,0.5,N,N,146,27,18.5,3.5,21683,4609,95,31,12.1,3.9,12924,4630,582,53,582,53,90393,9208,83,30,14.3,5.2,48848,6579,125,29,21.5,4.6,60259,7540,275,47,47.3,6.1,108940,16687,16,9,2.7,1.6,80019,23146,74,28,12.7,4.7,118236,28219,9,8,1.5,1.3,114889,37681,1954,158,1954,158,34313,2769,1900,152,97.2,2.2,34967,2915,0,9,0.0,0.9,-,**,0,9,0.0,0.9,-,**,0,9,0.0,0.9,-,**,0,9,0.0,0.9,-,**,4,5,0.2,0.3,N,N,50,44,2.6,2.2,9778,11253,49,33,2.5,1.7,19645,10277,1855,144,94.9,2.7,35362,2954
8600000US53002,53002,ZCTA5 53002,869,97,869,97,93713,13003,801,90,92.2,4.3,93295,13174,767,88,88.3,4.8,86925,13006,126,53,14.5,6.2,63948,24238,208,76,23.9,8.5,8399,5031,156,79,18.0,8.2,14600,4025,7,8,0.8,0.9,N,N,50,33,5.8,3.6,(X),(X),41,33,4.7,3.6,N,N,90,45,10.4,5.2,16518,6149,139,75,16.0,8.3,7560,4168,665,87,665,87,107494,15038,32,14,4.8,2.3,N,N,91,50,13.7,7.0,N,N,396,89,59.5,10.6,N,N,26,26,3.9,4.0,N,N,117,55,17.6,7.9,N,N,3,5,0.5,0.8,N,N,2384,292,2384,292,34219,3875,2340,283,98.2,1.8,34062,3998,0,9,0.0,0.7,-,**,0,9,0.0,0.7,-,**,0,9,0.0,0.7,-,**,8,12,0.3,0.5,N,N,0,9,0.0,0.7,-,**,36,42,1.5,1.7,N,N,36,40,1.5,1.7,N,N,2304,284,96.6,2.2,34243,4090
8600000US53003,53003,ZCTA5 53003,52,18,52,18,79646,18543,42,18,80.8,13.1,84529,26329,42,18,80.8,13.1,84517,26328,5,7,9.6,12.9,N,N,19,14,36.5,24.5,9495,5331,14,9,26.9,16.8,21379,7884,5,7,9.6,13.3,N,N,5,7,9.6,13.3,(X),(X),0,9,0.0,27.9,-,**,4,5,7.7,10.8,N,N,14,9,26.9,16.8,3114,1375,37,17,37,17,105095,22758,0,9,0.0,35.5,N,N,5,8,13.5,17.9,N,N,20,14,54.1,30.4,N,N,4,5,10.8,15.4,N,N,8,10,21.6,27.3,N,N,0,9,0.0,35.5,N,N,158,60,158,60,27969,3432,158,60,100.0,10.5,27969,3432,0,9,0.0,10.5,-,**,0,9,0.0,10.5,-,**,0,9,0.0,10.5,-,**,0,9,0.0,10.5,-,**,0,9,0.0,10.5,-,**,0,9,0.0,10.5,-,**,0,9,0.0,10.5,-,**,158,60,100.0,10.5,27969,3432
8600000US53004,53004,ZCTA5 53004,1217,78,1217,78,85664,5131,1042,69,85.6,3.0,82673,5202,1030,71,84.6,3.1,81122,5276,125,32,10.3,2.7,20714,6801,260,46,21.4,3.7,18707,7215,274,37,22.5,2.7,20442,1953,51,28,4.2,2.3,13963,4634,55,29,4.5,2.4,(X),(X),4,5,0.3,0.4,N,N,222,51,18.2,3.7,24228,6649,148,45,12.2,3.6,10467,2729,878,79,878,79,95411,5782,101,36,11.5,4.0,55568,17994,202,55,23.0,5.3,62735,8333,381,53,43.4,4.8,116562,9942,24,14,2.7,1.6,66596,13229,147,38,16.7,4.4,117754,10585,23,14,2.6,1.6,94243,21860,3256,172,3256,172,32098,1995,3050,192,93.7,2.7,32698,2093,5,7,0.2,0.2,N,N,8,8,0.2,0.3,23163,16167,78,70,2.4,2.2,23603,9348,0,9,0.0,0.5,-,**,12,14,0.4,0.4,N,N,103,53,3.2,1.6,22489,10541,145,97,4.5,3.0,13555,9247,2917,224,89.6,3.8,33619,2172
8600000US53005,53005,ZCTA5 53005,7556,188,7556,188,124575,6975,5881,201,77.8,2.0,126176,7691,5747,186,76.1,1.8,123864,7934,836,131,11.1,1.7,36118,11476,3359,213,44.5,2.6,24292,7975,2592,167,34.3,2.0,23786,970,92,45,1.2,0.6,12038,3264,237,74,3.1,1.0,(X),(X),111,53,1.5,0.7,3024,1272,1750,192,23.2,2.5,24891,3115,812,139,10.7,1.9,13547,3545,5758,163,5758,163,141603,8464,882,123,15.3,2.0,77264,10873,1325,184,23.0,3.1,130301,27509,2409,197,41.8,3.2,168884,11948,379,86,6.6,1.5,102042,18607,719,109,12.5,1.9,162076,12021,44,30,0.8,0.5,284230,133308,19898,380,19898,380,47564,2530,17941,513,90.2,2.0,48127,2735,257,137,1.3,0.7,30326,13058,57,41,0.3,0.2,55216,54159,1299,321,6.5,1.6,50345,13159,12,18,0.1,0.1,N,N,5,9,0.0,0.1,N,N,327,161,1.6,0.8,20113,14059,488,183,2.5,0.9,28101,14243,17465,506,87.8,2.0,48654,2765
8600000US53006,53006,ZCTA5 53006,670,55,670,55,80835,5820,581,54,86.7,3.5,76333,5022,568,55,84.8,4.0,72330,5068,90,27,13.4,3.8,36286,14854,178,32,26.6,4.6,11017,4611,153,24,22.8,3.8,19757,2139,18,12,2.7,1.8,6983,2550,42,23,6.3,3.3,(X),(X),3,4,0.4,0.6,N,N,105,25,15.7,3.8,39975,28700,54,16,8.1,2.4,9176,5190,511,53,511,53,87305,7147,46,21,9.0,4.0,N,N,113,27,22.1,4.7,N,N,274,41,53.6,5.6,N,N,15,8,2.9,1.6,N,N,59,20,11.5,3.7,N,N,4,6,0.8,1.1,N,N,1723,180,1723,180,31958,2549,1708,177,99.1,0.8,32155,2564,8,11,0.5,0.6,-,**,0,9,0.0,1.0,-,**,3,4,0.2,0.2,N,N,0,9,0.0,1.0,-,**,1,4,0.1,0.2,N,N,3,5,0.2,0.3,N,N,7,9,0.4,0.5,50814,36666,1702,177,98.8,0.9,32081,2587
8600000US53007,53007,ZCTA5 53007,895,59,895,59,55432,5171,587,68,65.6,6.6,67594,6430,577,67,64.5,6.6,65606,6425,46,24,5.1,2.8,39630,20352,169,46,18.9,5.2,3951,1839,353,52,39.4,5.3,16288,1785,54,33,6.0,3.7,6600,2285,173,58,19.3,6.4,(X),(X),0,9,0.0,1.9,-,**,158,39,17.7,4.3,14071,3938,100,38,11.2,4.4,9369,6201,378,48,378,48,80400,9565,46,24,12.2,6.2,32452,9226,122,38,32.3,9.2,68950,9559,120,35,31.7,8.5,97018,13845,29,28,7.7,7.3,37386,28624,61,25,16.1,6.7,127218,18525,0,9,0.0,4.5,-,**,1847,112,1847,112,27729,2239,1679,136,90.9,4.6,28417,2364,94,51,5.1,2.8,18562,5915,0,9,0.0,0.9,-,**,24,36,1.3,2.0,N,N,0,9,0.0,0.9,-,**,0,9,0.0,0.9,-,**,50,45,2.7,2.4,N,N,75,52,4.1,2.8,15888,6859,1604,132,86.8,4.6,29002,2461
8600000US53010,53010,ZCTA5 53010,2994,90,2994,90,75589,3726,2371,91,79.2,2.0,77813,4149,2277,92,76.1,2.1,76005,4300,392,52,13.1,1.7,29159,5542,694,79,23.2,2.5,13892,4906,980,77,32.7,2.4,20455,821,102,28,3.4,0.9,12302,2052,212,37,7.1,1.2,(X),(X),42,17,1.4,0.6,1867,946,485,68,16.2,2.2,17028,2082,284,53,9.5,1.7,8955,1649,2195,92,2195,92,86442,4341,314,46,14.3,2.0,41373,5037,556,78,25.3,3.4,59124,5332,836,82,38.1,3.4,108193,8764,121,34,5.5,1.5,78727,12792,300,50,13.7,2.2,119414,8708,68,33,3.1,1.5,118769,24939,7511,238,7511,238,30661,1553,7318,250,97.4,1.0,30676,1421,18,16,0.2,0.2,N,N,25,23,0.3,0.3,157216,112884,23,28,0.3,0.4,16278,19550,2,3,0.0,0.1,-,**,43,30,0.6,0.4,N,N,82,40,1.1,0.5,13773,8494,130,72,1.7,1.0,15844,5067,7234,266,96.3,1.4,30814,1448
