GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
8600000US53119,53119,ZCTA5 53119,3894,253,9,9,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,5,18,18,6,7,49,44,5,7,1133,178,128,57,280,80,670,115,450,117,819,125,229,62,77,52,11,12
8600000US53120,53120,ZCTA5 53120,6883,286,7,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,25,43,36,59,39,81,75,116,58,1891,242,194,84,602,128,1116,235,661,147,1256,219,604,138,192,118,35,41
8600000US53121,53121,ZCTA5 53121,12703,332,104,51,0,14,0,14,21,24,0,14,25,22,10,15,23,34,81,71,32,25,58,47,96,64,106,42,224,105,250,103,3258,302,645,169,945,175,1992,278,1076,195,2442,240,1103,221,99,50,113,70
8600000US53122,53122,ZCTA5 53122,4349,143,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,25,0,12,106,82,0,12,0,12,0,12,28,38,441,129,49,60,103,71,331,142,212,102,1722,241,823,201,342,107,177,79
8600000US53125,53125,ZCTA5 53125,1481,120,3,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,6,6,0,9,3,4,8,9,24,17,208,44,16,10,43,20,184,45,123,36,545,80,236,49,69,28,13,12
8600000US53126,53126,ZCTA5 53126,5034,276,2,4,0,12,0,12,0,12,0,12,0,12,18,27,0,12,30,46,0,12,31,29,29,25,31,25,73,47,50,33,1195,172,270,156,457,128,761,140,604,147,1019,190,355,98,104,54,5,10
8600000US53128,53128,ZCTA5 53128,5661,307,66,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,25,0,12,20,21,28,20,52,42,71,44,133,59,2116,282,238,82,489,125,746,165,602,174,736,131,302,108,23,22,21,23
8600000US53129,53129,ZCTA5 53129,10553,219,22,28,0,14,0,14,0,14,0,14,35,43,0,14,41,49,18,20,0,14,48,37,26,33,59,47,65,52,24,26,2404,324,197,103,681,174,1684,280,1009,234,2732,267,1189,201,232,82,87,52
8600000US53130,53130,ZCTA5 53130,5535,318,2,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,85,96,8,12,25,27,12,17,80,49,57,37,1137,229,132,66,477,146,732,143,492,142,1512,247,599,199,125,66,60,42
8600000US53132,53132,ZCTA5 53132,25811,372,246,108,0,18,0,18,0,18,0,18,17,29,23,29,28,45,0,18,7,14,107,61,137,94,368,135,470,117,424,145,5702,559,554,160,1752,278,3390,429,2443,321,6330,559,2881,306,613,141,319,110
8600000US53137,53137,ZCTA5 53137,1180,110,3,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,14,12,7,9,20,15,0,9,9,10,363,65,27,16,118,40,198,67,144,46,219,64,34,18,14,13,10,16
8600000US53139,53139,ZCTA5 53139,1980,228,9,10,0,9,0,9,0,9,7,10,0,9,0,9,9,14,0,9,0,9,3,5,7,8,2,5,22,18,45,18,551,118,63,41,159,43,293,82,226,77,434,104,119,61,14,18,17,19
8600000US53140,53140,ZCTA5 53140,18209,676,354,117,32,55,0,16,0,16,5,11,11,17,82,67,32,33,158,90,42,44,187,89,310,99,243,83,609,165,377,118,5190,450,1167,217,1532,241,2966,407,1633,236,2104,344,890,176,116,71,169,125
8600000US53142,53142,ZCTA5 53142,21653,752,105,64,7,13,0,18,0,18,0,18,19,29,30,33,15,24,68,70,40,48,102,61,143,138,259,126,506,170,439,205,5060,549,692,150,1672,289,2960,426,2234,296,4809,500,1939,306,282,130,272,110
8600000US53143,53143,ZCTA5 53143,15758,696,177,79,0,16,0,16,0,16,0,16,34,33,0,16,0,16,98,76,55,55,109,52,198,117,306,151,445,167,288,109,4862,495,874,215,1558,296,2163,279,1595,251,2017,257,725,166,127,61,127,71
8600000US53144,53144,ZCTA5 53144,17075,636,217,108,0,16,0,16,13,19,18,30,30,35,88,86,0,16,88,74,91,63,252,100,324,152,223,130,279,112,200,100,4697,474,656,146,1262,184,2315,315,1979,302,2915,371,1148,264,193,117,87,67
8600000US53146,53146,ZCTA5 53146,5816,278,1,3,0,12,0,12,0,12,0,12,0,12,7,16,0,12,0,12,0,12,41,32,10,17,36,32,101,89,65,47,1691,180,29,29,522,135,669,136,725,166,1470,265,358,106,49,35,42,29
8600000US53147,53147,ZCTA5 53147,11915,432,61,39,0,14,0,14,0,14,0,14,6,10,3,4,43,45,113,89,74,75,154,89,105,65,88,65,175,63,197,77,3178,359,302,83,717,134,1807,225,786,182,2547,315,1137,194,275,99,147,70
8600000US53149,53149,ZCTA5 53149,13667,384,43,68,0,14,0,14,0,14,0,14,0,14,0,14,0,14,22,20,0,14,0,14,0,14,21,20,56,39,161,63,3358,324,509,159,1017,181,2076,264,1802,276,3113,319,1085,189,242,95,162,83
8600000US53150,53150,ZCTA5 53150,17425,289,55,39,0,16,0,16,0,16,0,16,0,16,0,16,25,32,5,8,0,16,62,48,27,19,95,63,219,107,157,65,4708,403,399,106,1353,187,2357,292,1746,236,4340,406,1381,216,245,80,251,104
8600000US53151,53151,ZCTA5 53151,23711,400,94,68,0,18,0,18,0,18,0,18,0,18,13,18,0,18,27,37,0,18,203,93,25,28,100,77,295,184,186,88,5082,463,450,138,1539,251,3062,317,2370,362,6607,483,2713,334,640,153,305,112
8600000US53153,53153,ZCTA5 53153,1749,127,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,16,25,0,9,10,16,8,7,2,4,14,17,13,15,434,87,55,31,108,30,346,94,166,40,414,72,134,43,20,10,9,10
8600000US53154,53154,ZCTA5 53154,25040,553,235,127,0,18,17,27,15,25,19,32,0,18,0,18,0,18,77,63,26,36,110,78,33,37,136,100,317,180,295,102,6469,577,795,216,1550,263,4279,496,2534,358,5611,494,2072,413,207,98,243,110
8600000US53156,53156,ZCTA5 53156,2106,153,9,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,7,0,9,24,23,20,16,42,22,40,36,50,19,624,93,118,39,151,44,388,82,215,46,299,57,95,30,6,6,20,11
8600000US53158,53158,ZCTA5 53158,12023,534,58,56,0,14,0,14,0,14,0,14,0,14,0,14,0,14,78,73,60,69,58,55,113,77,205,112,206,128,97,52,2869,416,486,143,737,167,1730,344,1163,304,2809,459,1109,224,143,80,102,77
8600000US53167,53167,ZCTA5 53167,379,162,18,29,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,133,96,19,29,70,103,21,33,48,54,70,58,0,9,0,9,0,9
8600000US53168,53168,ZCTA5 53168,6138,405,81,55,0,12,0,12,0,12,0,12,0,12,4,7,0,12,0,12,0,12,18,17,30,29,63,33,165,72,123,52,1920,270,280,80,519,116,839,148,634,143,1030,181,340,90,74,42,18,14
8600000US53170,53170,ZCTA5 53170,1612,163,11,17,0,9,0,9,0,9,0,9,0,9,8,12,0,9,0,9,0,9,43,56,0,9,0,9,35,20,45,25,430,86,52,27,97,37,314,83,168,54,282,88,115,40,0,9,12,13
8600000US53172,53172,ZCTA5 53172,15039,292,196,104,0,16,0,16,0,16,0,16,26,30,20,22,3,11,16,28,9,14,95,56,182,92,322,111,206,86,301,106,4750,408,742,172,1143,194,2196,240,1676,201,2174,263,850,157,104,50,28,26
8600000US53177,53177,ZCTA5 53177,6308,258,104,63,0,12,0,12,0,12,5,10,0,12,16,18,9,14,16,20,11,16,92,54,69,43,77,54,183,87,138,54,1789,248,674,143,444,110,1076,201,531,106,800,160,223,79,46,43,5,8
8600000US53178,53178,ZCTA5 53178,2121,123,15,14,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,3,33,17,11,10,15,14,31,18,33,19,737,104,140,73,145,32,303,65,244,47,279,55,104,43,19,13,10,10
8600000US53179,53179,ZCTA5 53179,4292,347,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,37,133,132,80,57,152,118,44,48,1498,297,107,78,354,107,613,188,328,127,715,182,175,78,40,34,9,14
8600000US53181,53181,ZCTA5 53181,5122,202,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,17,35,55,19,18,95,50,101,59,51,26,1647,209,129,61,550,132,985,194,430,118,672,113,334,86,26,20,30,25
8600000US53182,53182,ZCTA5 53182,6774,376,118,72,0,12,0,12,0,12,0,12,6,9,0,12,0,12,5,7,6,12,103,71,57,43,161,87,85,45,144,81,2119,330,317,130,499,122,1115,201,783,142,927,167,289,80,36,29,4,7
8600000US53183,53183,ZCTA5 53183,1919,153,10,16,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,8,11,0,9,8,10,26,29,15,12,307,88,34,24,131,42,226,76,210,64,484,93,378,103,51,32,31,23
8600000US53184,53184,ZCTA5 53184,2815,147,30,25,0,9,0,9,0,9,0,9,9,13,12,18,0,9,55,56,6,9,9,9,9,9,39,28,55,31,109,37,865,118,65,31,162,43,431,83,208,68,547,89,168,49,24,15,12,13
8600000US53185,53185,ZCTA5 53185,12915,332,35,35,8,13,0,14,0,14,0,14,0,14,0,14,0,14,0,14,20,24,52,40,40,25,94,51,163,97,245,107,3641,290,387,115,887,182,1970,218,1380,218,2878,336,923,173,98,55,94,47
8600000US53186,53186,ZCTA5 53186,22294,643,78,46,0,18,15,18,0,18,22,26,11,16,32,30,31,47,207,74,56,56,156,76,197,83,143,74,409,115,404,122,5107,377,541,154,1375,205,3254,369,2238,262,5440,411,2057,248,269,91,252,78
8600000US53188,53188,ZCTA5 53188,24735,565,121,70,0,18,16,23,0,18,0,18,0,18,4,8,0,18,75,43,11,15,211,83,135,71,262,121,326,140,204,96,5589,454,855,187,1854,243,3828,429,2408,277,5986,501,2125,325,477,136,248,124
8600000US53189,53189,ZCTA5 53189,17585,555,60,41,7,11,0,16,0,16,0,16,0,16,0,16,0,16,46,44,20,31,84,75,97,57,103,57,227,105,204,89,3655,319,357,114,1073,188,2496,313,2140,258,5021,410,1471,187,330,107,194,79
8600000US53190,53190,ZCTA5 53190,8105,337,66,32,0,14,0,14,5,7,29,33,0,14,5,10,3,5,63,39,35,25,169,87,67,63,55,27,104,44,139,65,1987,212,201,65,433,81,1298,178,682,110,1596,173,869,138,41,17,258,91
8600000US53191,53191,ZCTA5 53191,2059,148,11,12,0,9,0,9,0,9,8,12,0,9,0,9,25,25,0,9,0,9,6,12,6,10,29,32,6,9,29,31,447,120,51,49,94,36,240,67,256,84,443,80,309,84,48,25,51,29
8600000US53192,53192,ZCTA5 53192,50,78,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,50,78,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53195,53195,ZCTA5 53195,91,38,11,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,5,0,9,0,9,0,9,38,25,0,9,12,10,9,10,6,6,12,16,0,9,0,9,0,9
8600000US53202,53202,ZCTA5 53202,19312,689,119,85,0,16,0,16,29,48,0,16,10,20,8,11,0,16,17,29,18,31,58,58,97,71,165,104,138,69,131,75,1599,257,203,113,411,136,2260,312,795,192,8235,569,2799,321,1469,235,751,187
8600000US53203,53203,ZCTA5 53203,1068,112,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,21,33,0,9,0,9,117,58,0,9,18,15,161,56,83,37,439,78,144,52,72,38,13,14
8600000US53204,53204,ZCTA5 53204,22165,858,1067,225,0,18,17,26,64,50,198,122,415,173,329,133,237,101,1222,259,344,121,666,143,1193,227,985,219,1401,231,950,209,5524,431,1101,208,1183,216,2760,378,656,157,1239,176,446,128,110,55,58,39
8600000US53205,53205,ZCTA5 53205,5293,309,167,62,0,12,0,12,0,12,0,12,0,12,18,27,0,12,17,24,21,18,91,50,82,46,335,97,333,102,173,63,1539,211,244,85,389,102,970,148,401,108,350,90,134,62,0,12,29,41
8600000US53206,53206,ZCTA5 53206,13825,566,214,80,0,16,0,16,8,12,35,46,47,47,25,26,9,11,114,65,34,20,163,68,449,139,699,172,1512,266,494,130,4081,312,872,168,695,171,2547,318,867,148,759,152,178,62,18,20,5,6
8600000US53207,53207,ZCTA5 53207,27711,582,171,77,0,18,0,18,7,11,28,31,14,16,30,38,34,50,53,31,15,13,67,42,266,98,423,120,429,117,480,134,6677,495,861,164,1803,239,3869,295,2284,274,6873,435,2644,268,400,111,283,68
8600000US53208,53208,ZCTA5 53208,18511,641,554,164,0,18,0,18,0,18,17,20,0,18,26,32,32,29,83,104,74,50,223,87,179,100,401,132,721,209,626,177,4212,417,807,160,760,148,3744,358,1333,215,3111,314,1256,163,226,71,126,60
8600000US53209,53209,ZCTA5 53209,28270,785,273,98,0,18,0,18,0,18,0,18,27,34,42,47,51,40,154,126,55,44,291,105,437,166,625,179,1506,279,559,162,7467,582,1257,241,1875,309,5327,477,2307,322,3786,432,1646,267,293,88,292,96
8600000US53210,53210,ZCTA5 53210,15391,601,283,101,0,16,0,16,0,16,32,33,0,16,12,19,15,16,23,20,47,46,105,59,210,86,394,96,906,207,429,142,4226,402,914,180,806,155,2777,298,1145,205,1934,267,892,180,158,63,83,37
8600000US53211,53211,ZCTA5 53211,20197,629,105,92,14,19,0,18,0,18,0,18,21,33,8,15,7,11,11,18,20,21,87,50,0,18,85,67,24,21,130,63,1477,220,204,116,626,155,2418,289,924,168,7530,556,3985,312,1335,168,1186,178
8600000US53212,53212,ZCTA5 53212,19588,652,274,102,0,18,0,18,18,23,16,20,53,35,60,49,39,40,31,28,17,20,164,61,398,143,488,118,932,192,430,114,3985,362,865,162,724,134,3667,361,1267,216,3932,350,1644,202,349,89,235,74
8600000US53213,53213,ZCTA5 53213,19232,504,26,38,5,11,0,16,0,16,0,16,0,16,0,16,0,16,8,14,0,16,15,17,55,40,60,36,49,31,237,97,2608,358,500,148,630,152,2332,213,1161,169,6979,463,3058,332,882,194,627,163
8600000US53214,53214,ZCTA5 53214,25485,655,401,154,0,18,10,15,0,18,0,18,26,27,29,31,13,21,206,129,41,43,361,153,295,132,410,126,500,159,486,116,7632,576,1062,187,1782,232,3753,372,2592,267,4303,393,1230,176,191,75,162,74
8600000US53215,53215,ZCTA5 53215,35410,863,1478,297,10,15,19,24,145,81,162,72,424,167,305,96,321,94,1804,291,297,111,1433,259,1418,277,1128,258,1569,242,1122,189,10220,540,1754,212,1812,294,4924,399,1605,237,2362,262,905,165,127,51,66,35
8600000US53216,53216,ZCTA5 53216,20868,703,241,75,0,18,8,14,11,17,0,18,42,49,22,28,22,22,58,38,43,31,213,95,283,118,517,128,949,217,370,116,5896,495,952,197,1127,179,4383,401,2029,289,2379,295,1099,192,173,58,51,27
8600000US53217,53217,ZCTA5 53217,20595,426,87,53,0,16,0,16,0,16,0,16,16,24,10,15,0,16,0,16,17,21,88,74,36,44,28,28,124,86,84,47,1961,314,150,79,748,146,1875,217,817,137,7740,382,4040,381,1798,213,976,179
8600000US53218,53218,ZCTA5 53218,23766,724,891,209,0,18,7,10,40,34,0,18,44,56,17,20,89,74,85,61,41,41,124,65,329,108,911,322,1142,237,488,137,7113,521,1224,221,1407,242,4805,475,1977,238,2070,328,832,192,64,51,66,39
8600000US53219,53219,ZCTA5 53219,25069,745,273,117,0,18,10,17,0,18,0,18,28,40,0,18,119,100,40,60,43,58,261,109,287,118,381,147,540,198,525,132,7416,465,1367,228,1933,269,4119,456,2337,288,4073,432,1133,202,129,69,55,31
8600000US53220,53220,ZCTA5 53220,19439,744,202,91,0,16,4,9,0,16,0,16,33,34,86,104,38,45,216,169,14,22,240,87,171,80,279,116,215,88,326,111,6201,516,623,174,1579,272,2676,341,1812,261,3533,445,1005,198,101,66,85,84
8600000US53221,53221,ZCTA5 53221,28350,810,564,186,10,16,0,18,0,18,0,18,59,64,89,62,105,94,177,137,155,82,242,106,498,155,651,162,710,168,557,149,8912,699,1214,211,2119,325,3986,475,2093,279,4222,508,1539,294,283,135,165,82
8600000US53222,53222,ZCTA5 53222,18245,471,289,76,8,10,8,11,11,18,0,16,0,16,0,16,47,53,90,88,4,7,113,52,117,71,179,97,309,129,252,96,3878,374,498,169,938,162,3036,341,1451,199,4752,346,1796,266,223,65,246,68
8600000US53223,53223,ZCTA5 53223,20209,904,399,201,0,16,0,16,91,137,31,37,12,17,0,16,79,69,20,27,66,57,257,149,316,144,431,157,599,157,329,123,4764,514,738,209,1249,273,3444,492,1825,272,3510,418,1692,312,208,103,149,68
8600000US53224,53224,ZCTA5 53224,12755,751,88,65,0,16,0,16,0,16,0,16,0,16,4,23,14,17,93,120,19,31,52,41,159,91,301,205,510,187,150,65,3564,644,414,166,825,193,2136,317,1221,331,1931,309,1046,194,145,74,83,48
8600000US53225,53225,ZCTA5 53225,16071,543,295,113,0,16,12,18,0,16,0,16,32,51,0,16,0,16,48,43,13,17,150,74,240,117,337,117,514,141,361,116,4351,353,766,157,1116,249,3363,353,1451,240,2133,291,783,160,47,33,59,39
8600000US53226,53226,ZCTA5 53226,13720,465,36,29,0,14,0,14,0,14,0,14,0,14,13,19,0,14,0,14,0,14,40,37,29,26,73,41,50,43,106,59,1979,232,231,94,650,155,1550,229,1158,184,4565,322,2106,246,657,141,477,138
8600000US53227,53227,ZCTA5 53227,17598,527,285,135,0,16,0,16,0,16,0,16,0,16,1,4,9,14,16,25,14,17,78,45,153,91,359,166,313,113,331,117,5415,369,725,174,1253,185,2475,360,1644,234,3087,350,1184,228,160,69,96,54
8600000US53228,53228,ZCTA5 53228,11289,410,113,91,0,14,0,14,8,12,54,57,0,14,0,14,0,14,0,14,10,16,88,50,91,56,138,65,229,92,120,53,2805,264,369,103,831,161,1808,220,922,172,2431,249,939,160,188,84,145,64
8600000US53233,53233,ZCTA5 53233,5425,475,91,42,0,14,0,14,0,14,28,25,19,31,5,8,21,26,38,26,7,15,133,86,199,91,217,85,355,108,219,82,1001,166,447,147,372,89,765,148,264,90,763,201,293,86,96,62,92,63
8600000US53235,53235,ZCTA5 53235,7256,328,58,62,0,12,0,12,0,12,0,12,0,12,0,12,34,50,90,126,14,22,108,76,44,47,94,113,92,63,198,115,1940,282,142,86,552,158,995,225,582,161,1685,277,466,165,90,56,72,54
8600000US53295,53295,ZCTA5 53295,192,157,11,22,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,6,9,5,10,0,9,0,9,54,45,10,23,6,12,56,62,24,41,15,19,5,11,0,9,0,9
8600000US53402,53402,ZCTA5 53402,22842,549,131,72,0,18,21,35,0,18,0,18,16,23,0,18,25,37,84,57,9,14,76,44,187,81,260,105,516,151,551,161,6041,558,952,190,1797,289,3415,395,2331,251,4125,376,1753,207,238,63,314,109
8600000US53403,53403,ZCTA5 53403,16655,631,317,151,9,14,0,16,0,16,0,16,109,116,46,50,48,44,365,153,15,18,233,85,497,185,503,170,731,225,556,217,3270,427,920,184,1148,237,2941,407,1522,314,2262,277,809,181,189,87,165,78
8600000US53404,53404,ZCTA5 53404,8583,536,176,88,0,14,0,14,0,14,0,14,80,58,33,44,61,49,220,104,97,60,236,181,131,77,173,105,430,143,167,85,2377,363,702,167,773,197,1172,249,685,171,776,207,224,94,0,14,70,70
8600000US53405,53405,ZCTA5 53405,16879,617,85,42,0,16,0,16,0,16,0,16,0,16,18,22,49,37,126,80,22,25,235,115,184,124,162,113,406,120,290,121,4808,519,864,220,1263,276,3169,416,1760,292,2414,400,875,188,99,58,50,37
8600000US53406,53406,ZCTA5 53406,18944,555,181,76,0,16,0,16,0,16,0,16,30,36,6,12,4,10,106,98,28,28,141,61,149,79,244,97,272,101,313,99,4824,402,728,221,1602,242,2832,289,1685,275,3510,373,1898,255,250,94,141,67
8600000US53501,53501,ZCTA5 53501,132,162,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,132,162,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53502,53502,ZCTA5 53502,1661,140,12,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,27,18,3,4,14,9,34,18,30,13,647,95,62,26,196,40,197,40,144,34,209,56,71,27,12,10,3,4
8600000US53503,53503,ZCTA5 53503,1368,89,0,9,0,9,0,9,0,9,0,9,2,3,0,9,0,9,4,5,16,13,22,15,15,15,30,21,24,17,22,10,526,73,42,17,108,28,143,45,142,30,195,36,64,21,8,7,5,6
8600000US53504,53504,ZCTA5 53504,1435,100,8,6,0,9,0,9,0,9,0,9,2,2,0,9,0,9,5,5,0,9,23,11,18,12,29,10,22,14,11,8,567,73,58,18,113,22,175,33,158,32,146,28,76,20,20,9,4,5
8600000US53505,53505,ZCTA5 53505,292,51,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,7,6,0,9,11,13,9,8,3,4,117,31,5,5,18,12,19,9,34,19,46,19,9,9,2,4,9,14
8600000US53506,53506,ZCTA5 53506,737,67,8,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,12,11,2,4,27,19,17,10,10,7,242,37,41,16,65,18,123,34,95,25,61,22,26,14,4,3,4,7
8600000US53507,53507,ZCTA5 53507,1536,108,4,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,9,7,4,6,18,17,3,3,0,9,405,59,38,37,125,28,251,57,221,36,321,57,108,31,25,13,4,4
8600000US53508,53508,ZCTA5 53508,3638,137,0,12,0,12,0,12,0,12,0,12,5,8,0,12,0,12,0,12,0,12,11,9,4,5,23,13,31,22,38,17,885,106,90,57,285,54,569,85,469,68,904,100,210,44,53,19,61,30
8600000US53510,53510,ZCTA5 53510,996,82,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,15,9,3,4,18,13,22,17,14,8,324,61,28,16,73,23,171,57,130,39,142,35,47,15,5,5,3,4
8600000US53511,53511,ZCTA5 53511,31321,480,473,135,0,18,0,18,26,37,0,18,8,13,69,62,138,105,303,101,60,40,535,156,453,117,906,183,1022,190,701,154,10003,523,1872,227,2090,237,4578,349,2780,274,3201,308,1598,208,227,83,278,86
8600000US53515,53515,ZCTA5 53515,1617,109,12,8,0,9,0,9,0,9,2,3,0,9,0,9,0,9,0,9,0,9,15,13,0,9,17,9,14,9,8,6,476,54,40,24,81,27,180,39,222,43,390,47,118,24,23,11,19,10
8600000US53516,53516,ZCTA5 53516,1645,95,9,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,3,19,12,0,9,7,6,21,15,24,11,497,70,76,33,109,30,225,39,200,44,290,40,126,26,12,8,28,13
8600000US53517,53517,ZCTA5 53517,1276,87,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,0,9,4,4,3,4,12,7,26,18,20,11,341,54,41,18,75,23,161,32,121,31,313,45,96,29,24,11,34,12
8600000US53518,53518,ZCTA5 53518,934,83,4,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,10,7,4,5,18,10,25,14,9,6,365,52,18,11,70,19,131,35,121,30,111,28,39,15,7,5,2,4
8600000US53520,53520,ZCTA5 53520,4709,224,36,26,0,12,3,5,20,31,2,4,5,10,0,12,4,6,2,5,0,12,55,29,75,42,95,43,93,36,45,21,1723,174,241,63,360,83,588,104,522,109,613,102,181,55,40,19,6,5
8600000US53521,53521,ZCTA5 53521,2753,158,7,9,3,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,6,24,19,3,5,23,15,16,12,30,14,766,106,54,23,191,40,378,55,382,61,594,86,179,40,48,18,51,37
8600000US53522,53522,ZCTA5 53522,812,69,5,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,14,12,6,5,11,6,14,9,17,8,270,45,62,22,62,15,130,32,77,25,104,29,35,17,3,4,2,3
8600000US53523,53523,ZCTA5 53523,3563,206,21,19,0,9,0,9,0,9,0,9,3,4,0,9,0,9,0,9,0,9,6,6,12,8,47,39,23,14,28,16,904,129,83,46,237,55,488,116,477,84,800,102,334,83,48,26,52,26
8600000US53525,53525,ZCTA5 53525,2637,145,27,15,0,9,0,9,0,9,12,20,24,23,5,7,0,9,22,23,7,11,30,27,42,33,38,26,57,30,36,22,914,149,116,38,206,54,324,70,286,67,327,69,141,42,8,7,15,11
8600000US53526,53526,ZCTA5 53526,397,45,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,3,0,9,3,3,0,9,6,5,144,28,0,9,42,14,64,17,54,20,70,23,10,6,0,9,2,2
8600000US53527,53527,ZCTA5 53527,7207,309,54,52,0,14,0,14,0,14,0,14,0,14,32,52,0,14,61,64,12,18,6,9,0,14,36,32,26,30,142,103,1366,275,121,81,492,166,818,202,1045,183,1949,263,809,171,114,70,124,91
8600000US53528,53528,ZCTA5 53528,4230,226,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,33,3,4,18,21,21,19,20,20,1042,151,139,94,218,66,579,139,536,102,1117,147,362,81,52,25,87,36
8600000US53529,53529,ZCTA5 53529,1434,132,11,9,0,9,0,9,0,9,0,9,0,9,0,9,12,14,35,58,10,17,10,11,24,20,7,6,14,14,16,10,470,74,25,14,92,35,205,42,166,42,249,46,67,27,13,10,8,10
