GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
8600000US53530,53530,ZCTA5 53530,2938,107,6,6,0,9,0,9,0,9,0,9,0,9,0,9,2,3,7,7,28,34,112,64,48,28,50,27,48,19,52,26,1036,100,71,24,200,34,361,57,386,65,339,50,150,53,33,16,9,9
8600000US53531,53531,ZCTA5 53531,3183,206,4,6,0,9,0,9,0,9,0,9,0,9,0,9,3,5,3,5,0,9,13,13,29,21,35,25,31,21,23,17,805,157,114,39,248,68,536,111,319,56,714,95,251,64,34,17,21,20
8600000US53532,53532,ZCTA5 53532,9942,419,12,19,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,5,0,14,15,21,24,26,34,30,93,85,101,64,1911,296,292,105,724,227,1638,232,1471,238,2416,261,905,218,96,61,207,108
8600000US53533,53533,ZCTA5 53533,5101,163,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,10,57,58,70,69,69,40,76,39,13,9,1536,257,159,84,431,117,692,147,640,130,927,159,331,109,68,35,21,11
8600000US53534,53534,ZCTA5 53534,8477,272,22,29,7,9,0,14,0,14,0,14,0,14,0,14,3,4,24,29,3,4,17,23,47,50,85,60,194,99,159,79,2966,319,374,136,512,126,1036,212,1015,181,1334,212,539,132,64,42,76,53
8600000US53536,53536,ZCTA5 53536,5716,226,12,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,64,34,25,17,31,22,73,41,53,27,1824,249,141,51,403,100,847,172,763,152,1089,162,312,106,41,26,38,26
8600000US53537,53537,ZCTA5 53537,574,86,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,14,30,0,9,14,16,21,19,12,14,45,35,9,10,244,60,21,17,32,17,71,33,47,30,32,21,11,7,0,9,1,2
8600000US53538,53538,ZCTA5 53538,13236,324,148,77,0,14,0,14,0,14,0,14,0,14,0,14,0,14,63,47,18,24,88,47,200,70,230,108,365,107,220,73,3979,352,529,129,1061,174,1661,213,1711,214,2032,239,678,121,122,59,131,52
8600000US53540,53540,ZCTA5 53540,182,63,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,10,13,0,9,0,9,17,22,0,9,0,9,4,5,71,37,3,4,8,7,38,22,20,18,8,8,3,4,0,9,0,9
8600000US53541,53541,ZCTA5 53541,636,50,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,30,20,9,7,7,6,6,6,2,3,259,33,20,12,62,19,111,25,51,21,50,15,24,10,0,9,4,3
8600000US53543,53543,ZCTA5 53543,1161,71,12,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,4,7,6,0,9,13,9,18,12,18,12,456,57,12,7,68,18,178,30,139,28,181,42,40,14,9,7,6,5
8600000US53544,53544,ZCTA5 53544,534,61,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,1,2,3,5,12,11,183,40,17,8,51,15,75,21,60,16,87,25,28,11,8,5,6,5
8600000US53545,53545,ZCTA5 53545,16227,447,117,64,0,16,10,15,13,26,0,16,0,16,0,16,0,16,66,76,7,13,174,83,195,82,232,114,368,138,237,83,4730,365,880,184,1315,213,2148,256,1795,250,2560,289,998,175,289,109,93,48
8600000US53546,53546,ZCTA5 53546,21375,517,156,100,0,18,0,18,0,18,0,18,46,52,0,18,0,18,12,20,11,17,148,72,124,87,256,110,229,117,260,106,6836,543,1188,220,1657,283,2838,323,2600,340,3430,363,1256,249,204,81,124,72
8600000US53548,53548,ZCTA5 53548,12697,459,103,51,0,14,0,14,0,14,0,14,0,14,26,38,0,14,33,27,6,9,145,74,127,72,201,71,375,110,261,92,3761,361,899,187,1267,264,1818,234,1160,212,1653,289,698,167,122,70,42,35
8600000US53549,53549,ZCTA5 53549,7181,265,152,94,0,14,0,14,0,14,23,37,0,14,33,40,27,28,0,14,0,14,42,22,59,45,126,57,108,51,94,47,2523,222,295,107,474,119,1056,181,851,169,926,182,277,89,72,35,43,29
8600000US53550,53550,ZCTA5 53550,798,78,15,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,4,4,0,9,15,14,24,17,22,12,345,60,46,23,58,18,91,22,88,24,58,22,27,17,2,4,0,9
8600000US53551,53551,ZCTA5 53551,6131,288,100,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,4,0,12,55,30,75,63,59,43,82,69,125,81,1297,232,227,78,559,156,739,140,607,132,1542,270,517,158,101,66,43,29
8600000US53553,53553,ZCTA5 53553,334,49,13,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,12,12,2,3,4,4,6,9,0,9,109,28,0,9,39,13,83,24,30,15,30,16,6,4,0,9,0,9
8600000US53554,53554,ZCTA5 53554,738,72,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,34,22,0,9,13,8,17,13,23,15,285,45,14,10,42,14,84,24,101,29,91,26,31,15,0,9,3,3
8600000US53555,53555,ZCTA5 53555,5900,228,8,9,0,12,8,12,3,5,0,12,11,20,0,12,0,12,24,21,0,12,21,24,47,61,60,37,55,38,96,50,1252,155,183,71,396,88,851,126,950,142,1324,140,465,97,88,44,58,31
8600000US53556,53556,ZCTA5 53556,1796,114,22,22,0,9,0,9,0,9,0,9,0,9,0,9,3,4,0,9,0,9,39,38,38,17,42,18,36,19,40,18,743,75,86,25,126,32,223,51,167,32,149,36,70,29,12,13,0,9
8600000US53557,53557,ZCTA5 53557,288,51,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1,2,0,9,5,5,5,6,16,7,5,6,9,8,118,36,29,14,22,16,29,13,12,9,26,13,9,9,2,3,0,9
8600000US53558,53558,ZCTA5 53558,8184,326,37,32,0,14,0,14,0,14,0,14,0,14,0,14,10,17,0,14,0,14,0,14,33,38,33,35,4,8,55,55,1485,287,213,122,574,168,866,176,1125,226,2555,337,1011,230,128,84,55,46
8600000US53559,53559,ZCTA5 53559,4241,241,11,12,0,12,0,12,0,12,0,12,30,33,28,45,0,12,28,31,3,4,23,25,97,121,92,76,61,39,93,83,1326,239,160,87,445,114,538,131,589,152,546,128,123,45,33,27,15,10
8600000US53560,53560,ZCTA5 53560,2534,109,5,5,0,9,0,9,0,9,0,9,2,3,0,9,0,9,0,9,0,9,14,12,16,14,38,16,30,19,19,11,757,76,75,30,154,35,353,73,299,53,534,73,163,29,42,16,33,14
8600000US53561,53561,ZCTA5 53561,1449,109,3,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,6,6,0,9,20,15,21,15,7,6,423,70,40,18,108,30,227,52,165,43,286,64,86,30,30,14,24,14
8600000US53562,53562,ZCTA5 53562,17598,551,96,106,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,74,45,21,24,50,47,81,67,132,70,2221,255,239,105,601,177,1888,278,1541,273,5806,473,2705,334,956,226,1187,276
8600000US53563,53563,ZCTA5 53563,7476,265,20,20,0,14,0,14,0,14,0,14,0,14,0,14,15,22,33,51,15,24,68,48,66,41,27,30,100,87,139,68,2045,229,306,134,497,112,1015,185,975,186,1520,246,504,110,52,35,79,48
8600000US53565,53565,ZCTA5 53565,3308,149,11,8,0,9,1,3,0,9,16,25,0,9,0,9,0,9,2,3,5,7,40,28,5,12,22,14,43,23,30,20,1053,112,73,23,247,48,495,81,410,76,500,66,269,48,33,18,53,23
8600000US53566,53566,ZCTA5 53566,10554,208,61,42,6,11,0,14,9,14,2,6,0,14,0,14,0,14,70,61,33,30,171,74,79,49,126,61,180,74,191,58,3537,292,531,129,803,133,1505,225,966,149,1515,212,543,95,133,71,93,46
8600000US53569,53569,ZCTA5 53569,877,77,0,9,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,2,3,11,12,11,10,10,6,6,9,18,8,319,56,22,13,51,19,144,37,124,34,117,34,35,15,4,10,1,2
8600000US53570,53570,ZCTA5 53570,1874,107,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,25,12,5,6,33,20,33,16,19,12,674,78,69,25,170,33,245,46,220,41,254,44,100,30,12,9,12,8
8600000US53571,53571,ZCTA5 53571,183,73,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,14,22,0,9,0,9,14,21,0,9,29,31,16,23,41,30,69,62,0,9,0,9,0,9
8600000US53572,53572,ZCTA5 53572,7098,259,11,11,0,14,0,14,0,14,0,14,0,14,0,14,45,71,0,14,0,14,14,19,6,9,23,13,19,16,48,36,1432,199,156,84,424,111,976,214,705,152,2383,252,706,132,79,43,71,51
8600000US53573,53573,ZCTA5 53573,2131,108,26,31,0,9,0,9,0,9,0,9,0,9,10,23,0,9,0,9,0,9,87,34,12,11,64,32,49,21,31,14,776,77,95,28,163,38,249,44,251,32,220,60,82,27,11,8,5,5
8600000US53574,53574,ZCTA5 53574,2724,145,6,8,0,9,0,9,0,9,2,3,0,9,7,11,0,9,5,8,3,8,12,15,7,7,12,11,38,25,44,17,666,104,67,31,172,38,359,64,366,82,656,88,231,42,37,17,34,15
8600000US53575,53575,ZCTA5 53575,11257,472,9,14,0,14,0,14,0,14,0,14,0,14,0,14,1,2,1,2,0,14,53,44,11,10,115,68,109,65,108,68,2029,251,469,120,738,162,1496,254,1379,235,3122,247,1176,203,254,83,187,70
8600000US53576,53576,ZCTA5 53576,1576,112,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,11,12,16,10,68,34,31,22,34,14,505,69,76,27,115,33,203,44,195,39,228,54,83,26,2,3,9,9
8600000US53577,53577,ZCTA5 53577,981,79,3,4,0,9,0,9,0,9,0,9,2,2,2,3,0,9,1,3,0,9,16,10,2,3,9,6,13,9,19,14,408,68,30,12,80,20,119,30,115,28,111,22,47,15,2,3,2,3
8600000US53578,53578,ZCTA5 53578,4402,171,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,5,0,12,35,53,0,12,43,34,69,61,21,12,1454,228,86,54,296,105,568,99,441,130,824,170,413,152,82,44,69,63
8600000US53579,53579,ZCTA5 53579,1216,97,5,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,11,8,27,32,64,37,23,11,31,18,448,66,33,16,121,35,172,43,153,43,87,27,31,15,4,4,6,4
8600000US53580,53580,ZCTA5 53580,354,45,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,19,20,0,9,5,4,9,6,3,5,108,22,10,8,21,8,59,27,53,17,42,12,19,10,4,4,2,2
8600000US53581,53581,ZCTA5 53581,7097,179,61,38,0,14,0,14,0,14,0,14,0,14,27,46,0,14,10,14,2,3,100,45,74,36,104,40,76,34,116,38,2352,192,363,75,586,98,964,159,708,119,943,134,453,71,86,33,72,41
8600000US53582,53582,ZCTA5 53582,789,66,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,17,14,0,9,8,8,13,15,15,11,282,51,19,9,52,15,125,39,96,23,116,28,30,15,11,10,2,3
8600000US53583,53583,ZCTA5 53583,4236,175,43,44,0,12,3,4,0,12,0,12,0,12,0,12,0,12,20,29,0,12,25,16,68,78,14,9,12,9,43,23,1349,146,100,55,354,73,581,124,537,114,780,144,201,63,47,26,59,46
8600000US53585,53585,ZCTA5 53585,1474,130,11,11,0,9,0,9,0,9,0,9,4,5,3,4,0,9,15,15,3,4,6,9,46,26,48,33,52,23,32,14,527,81,75,29,162,44,219,51,100,27,116,35,28,12,19,14,8,9
8600000US53586,53586,ZCTA5 53586,1580,102,6,7,0,9,0,9,0,9,0,9,0,9,0,9,1,2,0,9,0,9,26,15,8,9,50,23,64,30,19,10,667,82,23,14,101,30,190,40,159,38,203,39,57,21,6,5,0,9
8600000US53587,53587,ZCTA5 53587,873,69,7,6,0,9,2,4,0,9,0,9,0,9,0,9,0,9,7,6,2,3,38,18,7,5,13,11,17,11,21,10,387,53,17,8,78,20,67,18,97,27,92,24,17,8,4,4,0,9
8600000US53588,53588,ZCTA5 53588,3026,139,9,9,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,20,9,8,10,52,33,49,27,78,32,842,112,79,24,177,41,445,65,348,65,608,78,244,46,37,15,28,14
8600000US53589,53589,ZCTA5 53589,14051,393,38,34,23,35,0,16,0,16,0,16,14,22,0,16,0,16,33,55,0,16,48,53,47,40,153,71,219,90,252,99,3354,303,400,115,881,176,2395,263,1425,237,3202,321,1233,162,183,61,151,69
8600000US53590,53590,ZCTA5 53590,25531,538,80,49,20,32,15,24,0,18,0,18,0,18,0,18,26,29,63,58,28,30,57,43,106,73,174,113,151,78,279,105,4280,423,574,156,1626,254,3545,414,3244,380,7476,506,2866,339,553,158,368,142
8600000US53593,53593,ZCTA5 53593,14913,415,21,25,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,37,30,5,10,113,93,12,13,33,18,1985,300,146,70,502,144,1424,240,1382,253,5335,454,2462,316,900,238,556,175
8600000US53594,53594,ZCTA5 53594,3800,177,173,87,0,12,0,12,0,12,0,12,0,12,7,11,58,90,33,32,0,12,51,42,3,4,75,46,66,42,41,29,1150,217,154,87,311,106,404,105,439,120,588,122,175,74,57,46,15,15
8600000US53597,53597,ZCTA5 53597,12280,326,11,10,0,14,0,14,0,14,11,17,0,14,0,14,0,14,0,14,0,14,66,40,38,60,54,40,42,30,71,47,2002,281,233,109,588,137,1552,259,1332,196,3920,342,1493,215,363,111,504,157
8600000US53598,53598,ZCTA5 53598,1762,183,31,45,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,15,22,16,23,0,9,0,9,29,31,290,140,105,95,93,61,240,94,148,63,609,161,113,57,29,31,44,36
8600000US53599,53599,ZCTA5 53599,31,18,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,3,0,9,0,9,3,4,0,9,14,9,0,9,9,13,3,5,0,9,0,9,0,9,0,9,0,9
8600000US53702,53702,ZCTA5 53702,26,39,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,13,20,0,9,13,19,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53703,53703,ZCTA5 53703,14105,736,42,34,0,18,0,18,0,18,16,25,0,18,0,18,0,18,0,18,25,30,68,60,109,99,78,72,144,89,80,62,958,233,298,150,347,119,1385,288,761,219,5487,458,2641,267,913,215,753,170
8600000US53704,53704,ZCTA5 53704,32348,700,313,114,0,18,0,18,8,13,0,18,43,60,16,27,11,17,241,115,0,18,188,97,245,113,393,141,323,119,256,97,5242,391,773,163,1706,300,5074,519,3629,359,8619,585,3721,369,879,184,668,158
8600000US53705,53705,ZCTA5 53705,18444,536,70,44,0,16,0,16,0,16,0,16,25,40,15,17,0,16,8,12,0,16,40,32,52,55,17,17,10,15,94,58,1087,179,97,50,411,127,1446,251,962,175,5758,386,4023,330,1410,179,2919,288
8600000US53706,53706,ZCTA5 53706,26,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,10,0,12,11,17,10,13,0,12,0,12
8600000US53711,53711,ZCTA5 53711,33273,694,269,132,0,18,0,18,0,18,47,65,0,18,0,18,49,76,99,82,58,103,109,113,166,141,72,72,316,143,182,140,3549,508,660,199,1131,184,3832,559,2517,306,10828,682,5658,426,1857,258,1874,285
8600000US53713,53713,ZCTA5 53713,13801,680,284,123,0,16,9,13,0,16,0,16,17,27,31,45,60,66,336,191,83,98,211,136,388,137,195,118,244,118,200,118,2785,419,348,145,870,236,2341,423,1335,294,2701,370,982,186,205,81,176,96
8600000US53714,53714,ZCTA5 53714,11970,437,83,60,0,14,0,14,5,7,0,14,33,43,52,72,7,11,69,71,29,42,199,96,113,84,46,34,173,80,148,61,2612,288,441,109,643,142,2180,258,1267,167,2685,277,910,154,197,84,78,42
8600000US53715,53715,ZCTA5 53715,4238,304,57,60,0,14,0,14,0,14,0,14,0,14,30,43,9,14,34,54,0,14,17,26,75,72,7,12,40,46,24,35,281,100,133,91,194,75,570,168,311,127,1275,210,739,168,182,90,260,94
8600000US53716,53716,ZCTA5 53716,13590,415,72,53,6,9,0,14,0,14,0,14,0,14,0,14,0,14,24,28,8,13,30,27,38,34,176,86,52,37,198,94,2500,310,397,122,621,150,1984,296,1653,212,3703,389,1536,181,380,95,212,79
8600000US53717,53717,ZCTA5 53717,9322,470,21,28,0,14,0,14,0,14,10,16,0,14,0,14,0,14,0,14,0,14,8,13,0,14,27,31,15,25,47,43,750,214,116,74,295,103,629,137,458,129,3877,402,2022,292,637,196,410,127
8600000US53718,53718,ZCTA5 53718,9562,434,129,97,0,14,0,14,0,14,0,14,2,6,0,14,0,14,12,18,0,14,95,68,0,14,45,40,45,42,164,89,1440,252,77,65,365,124,1200,211,1045,219,3484,322,1130,209,135,82,194,114
8600000US53719,53719,ZCTA5 53719,21141,680,95,72,0,18,0,18,11,17,0,18,11,16,23,29,25,27,44,53,15,22,28,36,63,77,21,35,101,77,151,107,2458,400,346,135,607,178,2371,361,1967,434,8471,593,3014,305,626,177,693,163
8600000US53726,53726,ZCTA5 53726,2390,291,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,4,0,12,0,12,0,12,13,22,7,10,81,67,40,39,15,22,46,37,50,34,690,185,581,111,424,225,440,102
8600000US53792,53792,ZCTA5 53792,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53801,53801,ZCTA5 53801,642,50,1,2,0,9,0,9,0,9,0,9,4,4,0,9,0,9,3,4,0,9,12,7,3,4,4,4,11,8,13,9,277,37,21,9,44,13,86,23,79,20,60,19,19,15,3,3,2,3
8600000US53802,53802,ZCTA5 53802,24,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,3,1,3,0,9,0,9,17,8,4,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9
8600000US53803,53803,ZCTA5 53803,870,88,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1,3,0,9,0,9,30,29,15,8,6,6,10,7,12,8,290,61,9,7,61,21,160,48,131,32,83,28,59,26,3,4,0,9
8600000US53804,53804,ZCTA5 53804,895,61,4,4,0,9,0,9,6,9,0,9,0,9,0,9,0,9,8,12,0,9,19,12,7,6,9,6,4,4,7,6,393,47,37,11,70,23,118,29,129,24,58,13,23,8,3,3,0,9
8600000US53805,53805,ZCTA5 53805,3723,126,38,32,0,12,0,12,0,12,0,12,9,10,0,12,0,12,11,16,9,12,112,45,59,58,49,25,164,75,99,53,1208,130,190,54,249,65,402,77,521,83,404,97,160,58,33,31,6,5
8600000US53806,53806,ZCTA5 53806,1248,74,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,2,0,9,28,18,12,7,29,12,23,14,17,9,545,58,50,23,85,20,110,30,183,34,116,25,39,13,3,4,6,6
8600000US53807,53807,ZCTA5 53807,3229,143,20,18,0,9,0,9,0,9,0,9,0,9,3,7,0,9,0,9,5,5,38,24,23,17,28,21,28,21,36,19,1114,122,104,42,188,41,369,78,497,79,581,86,180,50,11,7,4,5
8600000US53808,53808,ZCTA5 53808,812,89,3,4,3,4,0,9,0,9,0,9,0,9,0,9,0,9,2,5,0,9,9,8,6,7,3,5,5,6,8,7,339,56,16,16,57,27,122,37,122,39,97,31,17,10,0,9,3,4
8600000US53809,53809,ZCTA5 53809,2648,139,23,16,0,9,0,9,0,9,0,9,0,9,0,9,12,16,2,4,5,9,119,40,12,11,19,12,30,13,26,14,795,93,65,27,220,54,446,72,391,54,329,62,114,30,29,15,11,10
8600000US53810,53810,ZCTA5 53810,264,33,2,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,7,5,3,5,2,4,0,9,6,8,126,21,14,16,22,10,17,9,26,12,29,9,5,4,5,5,0,9
8600000US53811,53811,ZCTA5 53811,2331,188,7,6,0,9,0,9,0,9,0,9,0,9,0,9,3,4,0,9,0,9,39,18,16,19,45,26,11,10,17,12,808,99,56,29,122,41,286,57,261,56,390,66,208,116,13,12,49,51
8600000US53813,53813,ZCTA5 53813,3992,204,36,33,3,4,0,12,12,18,0,12,0,12,0,12,11,15,3,5,11,18,101,40,15,23,46,23,72,50,5,5,1445,167,165,55,310,82,517,97,493,102,451,78,209,62,60,31,27,18
8600000US53816,53816,ZCTA5 53816,487,46,2,3,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,20,12,10,8,4,3,10,6,7,4,170,29,13,9,47,17,72,18,72,16,43,16,13,6,1,2,2,3
8600000US53817,53817,ZCTA5 53817,101,27,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,7,2,2,1,2,0,9,0,9,33,11,6,8,6,7,8,7,17,11,21,13,2,2,0,9,0,9
8600000US53818,53818,ZCTA5 53818,7537,313,6,5,0,14,5,8,0,14,0,14,0,14,0,14,6,8,0,14,19,29,182,90,21,22,66,40,66,35,46,26,2229,260,182,88,351,78,1359,201,563,136,1334,205,767,133,138,70,197,64
8600000US53820,53820,ZCTA5 53820,1661,91,4,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,69,17,6,4,24,16,35,15,14,7,581,62,66,21,127,35,194,42,231,32,225,38,70,23,8,7,7,7
8600000US53821,53821,ZCTA5 53821,5961,146,53,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,16,0,12,125,68,72,47,162,76,70,35,68,36,2139,205,286,98,451,84,821,131,669,99,729,98,245,72,33,27,30,18
8600000US53825,53825,ZCTA5 53825,308,60,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,34,22,12,19,2,3,0,9,6,4,106,49,10,11,21,10,23,10,39,14,48,16,7,5,0,9,0,9
8600000US53826,53826,ZCTA5 53826,776,74,5,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,5,11,10,4,5,7,9,8,7,300,43,23,14,81,29,122,31,108,26,71,22,29,14,0,9,3,3
8600000US53827,53827,ZCTA5 53827,179,35,4,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,6,1,2,3,3,6,5,7,7,13,15,8,8,48,14,1,3,15,11,26,10,24,15,13,7,6,4,0,9,0,9
8600000US53901,53901,ZCTA5 53901,10465,348,91,71,0,14,0,14,3,4,0,14,8,15,7,14,0,14,13,13,4,5,78,53,57,38,198,88,191,64,204,70,3242,344,976,170,766,142,1747,221,1139,167,1216,177,391,98,86,57,48,35
8600000US53910,53910,ZCTA5 53910,2395,189,14,11,0,9,0,9,0,9,0,9,2,4,0,9,0,9,0,9,0,9,53,35,66,42,105,48,108,41,82,28,757,110,243,55,227,59,331,88,176,43,156,51,67,28,8,8,0,9
8600000US53911,53911,ZCTA5 53911,887,88,5,6,0,9,0,9,0,9,0,9,2,4,0,9,0,9,0,9,0,9,7,7,4,4,0,9,0,9,2,4,302,48,31,14,78,29,132,38,123,30,153,40,32,15,4,5,12,8
8600000US53913,53913,ZCTA5 53913,14177,432,86,42,0,16,0,16,1,3,0,16,0,16,12,18,0,16,31,23,6,11,92,47,85,65,283,92,357,117,322,91,3984,338,856,210,1054,194,1969,249,1479,219,2465,306,763,166,211,79,121,59
8600000US53916,53916,ZCTA5 53916,15829,314,63,36,0,16,8,16,0,16,0,16,0,16,19,17,6,10,106,53,30,36,243,85,214,92,140,63,299,106,378,98,5695,387,696,138,1064,166,2095,254,1781,275,1968,224,745,139,173,71,106,52
8600000US53919,53919,ZCTA5 53919,1848,107,4,4,2,2,0,9,0,9,0,9,0,9,9,15,0,9,0,9,0,9,25,14,18,15,51,21,21,13,26,10,749,76,59,27,103,22,272,52,195,37,244,48,62,26,4,4,4,3
8600000US53920,53920,ZCTA5 53920,321,51,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,3,6,9,11,7,6,5,2,3,119,36,22,16,10,6,57,16,40,19,41,15,5,4,0,9,0,9
8600000US53922,53922,ZCTA5 53922,656,63,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,4,0,9,10,8,17,8,35,20,265,44,26,10,47,17,77,19,93,24,67,22,8,6,4,4,0,9
8600000US53923,53923,ZCTA5 53923,1298,98,2,3,0,9,0,9,0,9,0,9,0,9,0,9,4,5,6,8,0,9,78,49,13,7,39,24,33,17,30,15,466,51,36,16,90,22,194,36,119,22,135,30,42,16,7,10,4,4
8600000US53924,53924,ZCTA5 53924,1001,63,13,13,0,9,0,9,0,9,0,9,0,9,0,9,0,9,9,12,0,9,43,24,12,12,20,9,22,11,14,7,422,47,41,12,57,17,122,39,96,24,86,24,32,11,12,9,0,9
8600000US53925,53925,ZCTA5 53925,5488,207,5,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,11,18,44,28,37,24,19,12,164,71,27,11,1662,205,134,62,430,115,716,162,644,145,1104,166,297,107,101,59,84,59
