"ZIP","COUNTYNAME"
54976,"Waushara County"
54943,"Waushara County"
54930,"Waushara County"
54966,"Waushara County"
54923,"Waushara County"
54982,"Waushara County"
54965,"Waushara County"
54940,"Waushara County"
54981,"Waushara County"
54909,"Waushara County"
54963,"Waushara County"
54902,"Winnebago County"
54915,"Winnebago County"
54971,"Winnebago County"
54986,"Winnebago County"
54980,"Winnebago County"
54903,"Winnebago County"
54914,"Winnebago County"
54901,"Winnebago County"
54956,"Winnebago County"
54964,"Winnebago County"
54923,"Winnebago County"
54947,"Winnebago County"
54940,"Winnebago County"
54952,"Winnebago County"
54906,"Winnebago County"
54927,"Winnebago County"
54957,"Winnebago County"
54979,"Winnebago County"
54985,"Winnebago County"
54904,"Winnebago County"
54963,"Winnebago County"
54934,"Winnebago County"
54410,"Wood County"
54457,"Wood County"
54469,"Wood County"
54475,"Wood County"
54489,"Wood County"
54466,"Wood County"
54404,"Wood County"
54413,"Wood County"
54420,"Wood County"
54454,"Wood County"
54494,"Wood County"
54412,"Wood County"
54415,"Wood County"
54472,"Wood County"
54495,"Wood County"
54443,"Wood County"
54449,"Wood County"
54441,"Wood County"
