zip code,Total,Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Assoc Ratio,Bachelor Ratio,Master Ratio,Prof Degree Ratio,Doctor Ratio
53939,188,34,15,1,0,0,0.180851064,0.079787234,0.005319149,0,0
53941,2110,170,284,84,15,10,0.08056872,0.134597156,0.039810427,0.007109005,0.004739336
53943,721,93,60,20,10,2,0.128987517,0.083217753,0.027739251,0.013869626,0.002773925
53944,1465,146,145,32,8,4,0.099658703,0.098976109,0.021843003,0.005460751,0.002730375
53946,3117,304,390,107,13,18,0.097529676,0.125120308,0.034327879,0.004170677,0.005774783
53947,113,11,3,0,0,0,0.097345133,0.026548673,0,0,0
53948,5976,607,648,178,20,34,0.101572959,0.108433735,0.02978581,0.00334672,0.005689424
53949,4588,444,459,106,13,11,0.096774194,0.100043592,0.023103749,0.002833479,0.002397559
53950,4315,465,409,110,50,16,0.107763615,0.094785632,0.025492468,0.011587486,0.003707995
53951,1625,191,156,58,13,9,0.117538462,0.096,0.035692308,0.008,0.005538462
53952,2509,260,186,45,20,19,0.103626943,0.074133121,0.017935432,0.007971303,0.007572738
53953,146,13,3,0,0,0,0.089041096,0.020547945,0,0,0
53954,4867,511,702,145,54,25,0.104992809,0.144236696,0.02979248,0.01109513,0.005136634
53955,4095,604,703,234,37,18,0.147496947,0.171672772,0.057142857,0.009035409,0.004395604
53956,2264,215,218,58,3,0,0.094964664,0.096289753,0.025618375,0.001325088,0
53959,9261,891,1278,503,64,47,0.096209913,0.137998056,0.054313789,0.006910701,0.005075046
53960,2499,332,356,74,29,2,0.132853141,0.142456983,0.029611845,0.011604642,0.00080032
53961,587,63,68,35,9,0,0.107325383,0.115843271,0.059625213,0.015332198,0
53963,9983,964,1048,223,96,96,0.096564159,0.104978463,0.022337975,0.009616348,0.009616348
53964,2520,298,239,115,16,8,0.118253968,0.09484127,0.045634921,0.006349206,0.003174603
53965,7431,878,983,386,96,29,0.118153681,0.132283676,0.051944557,0.012918853,0.00390257
53968,1632,136,129,71,7,8,0.083333333,0.079044118,0.043504902,0.004289216,0.004901961
53969,302,24,19,11,0,0,0.079470199,0.062913907,0.036423841,0,0
54001,5523,600,811,252,99,23,0.108636611,0.146840485,0.045627376,0.017925041,0.004164403
54002,4320,739,631,149,67,27,0.171064815,0.146064815,0.034490741,0.015509259,0.00625
54003,639,89,108,23,8,3,0.139280125,0.169014085,0.03599374,0.012519562,0.004694836
54004,1644,189,180,65,0,2,0.114963504,0.109489051,0.039537713,0,0.001216545
54005,2152,245,191,53,20,3,0.113847584,0.088754647,0.024628253,0.00929368,0.001394052
54006,508,68,53,10,3,0,0.133858268,0.104330709,0.019685039,0.005905512,0
54007,819,141,103,24,2,0,0.172161172,0.125763126,0.029304029,0.002442002,0
54009,1728,221,288,106,17,3,0.127893519,0.166666667,0.061342593,0.009837963,0.001736111
54010,34,0,0,0,0,0,0,0,0,0,0
54011,4600,582,623,187,40,18,0.126521739,0.135434783,0.040652174,0.008695652,0.003913043
54013,2294,300,334,87,4,0,0.130775937,0.14559721,0.037925022,0.001743679,0
54014,1535,158,230,70,4,0,0.102931596,0.149837134,0.045602606,0.002605863,0
54015,2247,376,486,114,16,8,0.167334223,0.216288385,0.050734312,0.007120605,0.003560303
54016,21157,2617,6798,2212,507,356,0.123694286,0.321312095,0.104551685,0.0239637,0.016826582
54017,11449,1781,2299,442,117,70,0.155559438,0.200803564,0.038605992,0.010219233,0.006114071
54020,4698,682,825,275,90,20,0.145168157,0.175606641,0.058535547,0.019157088,0.004257131
54021,4505,678,763,327,20,61,0.150499445,0.16936737,0.072586016,0.004439512,0.013540511
54022,13213,1443,3544,1396,180,305,0.109210626,0.268220692,0.105653523,0.013622947,0.023083327
54023,2673,429,590,177,20,31,0.160493827,0.220725776,0.066217733,0.00748223,0.011597456
54024,3458,382,422,232,62,26,0.110468479,0.122035859,0.067090804,0.017929439,0.007518797
54025,4710,705,901,279,43,21,0.149681529,0.191295117,0.059235669,0.009129512,0.004458599
54026,1332,207,247,48,2,0,0.155405405,0.185435435,0.036036036,0.001501502,0
54027,711,100,98,28,1,10,0.140646976,0.137834037,0.039381153,0.00140647,0.014064698
54028,1572,189,207,70,8,9,0.120229008,0.131679389,0.044529262,0.005089059,0.005725191
54082,1040,99,222,151,33,25,0.095192308,0.213461538,0.145192308,0.031730769,0.024038462
54101,1921,275,232,73,6,2,0.143154607,0.120770432,0.038001041,0.003123373,0.001041124
54102,670,58,31,18,17,2,0.086567164,0.046268657,0.026865672,0.025373134,0.002985075
54103,392,45,15,21,4,2,0.114795918,0.038265306,0.053571429,0.010204082,0.005102041
54104,977,73,65,24,2,3,0.074718526,0.066530194,0.024564995,0.002047083,0.003070624
54106,3541,456,459,65,7,3,0.128777182,0.1296244,0.018356396,0.001976843,0.000847218
54107,2370,219,273,110,4,13,0.092405063,0.115189873,0.046413502,0.001687764,0.005485232
54110,3558,484,580,117,5,5,0.136031478,0.163012929,0.032883642,0.001405284,0.001405284
54111,1717,176,171,69,23,5,0.102504368,0.099592312,0.040186372,0.013395457,0.002912056
54112,1642,176,127,48,6,5,0.107186358,0.077344702,0.029232643,0.00365408,0.003045067
54113,2465,426,471,24,11,0,0.172819473,0.191075051,0.009736308,0.004462475,0
54114,3910,335,470,170,10,2,0.085677749,0.120204604,0.043478261,0.002557545,0.000511509
54115,28862,3996,7340,2544,699,227,0.138451944,0.25431363,0.08814358,0.024218696,0.007865013
54119,454,28,62,42,5,2,0.061674009,0.136563877,0.092511013,0.011013216,0.004405286
54120,201,11,9,2,0,0,0.054726368,0.044776119,0.009950249,0,0
54121,2429,216,362,90,23,5,0.088925484,0.149032524,0.037052285,0.009468917,0.00205846
54123,171,43,20,0,0,0,0.251461988,0.116959064,0,0,0
54124,2597,277,239,61,23,4,0.106661533,0.092029265,0.023488641,0.008856373,0.001540239
54125,431,48,51,2,0,0,0.11136891,0.118329466,0.004640371,0,0
54126,2534,325,283,91,0,16,0.128255722,0.111681137,0.035911602,0,0.006314128
54127,36,15,0,0,0,0,0.416666667,0,0,0,0
54128,1133,138,101,59,7,3,0.12180053,0.089143866,0.052074139,0.006178288,0.002647838
54129,2269,304,345,71,9,8,0.133979727,0.152049361,0.031291318,0.003966505,0.003525782
54130,17196,2404,2894,806,90,78,0.139799953,0.168294952,0.046871365,0.005233775,0.004535939
54135,1857,166,202,104,11,6,0.089391492,0.108777598,0.056004308,0.005923533,0.003231018
54136,4384,481,813,213,8,0,0.109717153,0.18544708,0.048585766,0.001824818,0
54137,786,95,112,18,0,4,0.12086514,0.142493639,0.022900763,0,0.005089059
54138,687,48,96,44,0,0,0.069868996,0.139737991,0.064046579,0,0
54139,2261,219,212,69,13,13,0.096859797,0.093763821,0.03051747,0.005749668,0.005749668
54140,6546,848,1056,273,25,47,0.12954476,0.16131989,0.041704858,0.003819126,0.007179957
54141,1628,177,267,31,15,0,0.108722359,0.164004914,0.019041769,0.009213759,0
54143,10702,989,1111,331,142,22,0.092412633,0.103812372,0.030928798,0.013268548,0.002055691
54149,1076,84,122,32,11,0,0.078066914,0.1133829,0.029739777,0.010223048,0
54150,667,98,45,6,0,8,0.146926537,0.067466267,0.008995502,0,0.011994003
54151,2454,288,280,46,2,6,0.117359413,0.11409943,0.018744906,0.000814996,0.002444988
54153,5112,524,594,210,15,19,0.102503912,0.116197183,0.041079812,0.002934272,0.003716745
54154,4091,396,463,194,46,13,0.096797849,0.113175263,0.047421168,0.011244195,0.003177707
54155,4438,498,1075,536,87,67,0.112212708,0.242226228,0.120775124,0.019603425,0.01509689
54156,1154,84,115,21,0,2,0.072790295,0.09965338,0.018197574,0,0.001733102
54157,4071,486,399,68,69,38,0.119380987,0.098010317,0.016703513,0.016949153,0.009334316
54159,1089,104,112,53,13,0,0.095500459,0.102846648,0.048668503,0.011937557,0
54160,184,16,21,4,1,0,0.086956522,0.114130435,0.02173913,0.005434783,0
54161,2124,187,177,64,7,16,0.088041431,0.083333333,0.030131827,0.003295669,0.007532957
54162,5795,833,988,301,34,6,0.143744607,0.170491803,0.051941329,0.005867127,0.001035375
54165,5281,745,643,305,53,13,0.141071767,0.121757243,0.057754213,0.010035978,0.002461655
54166,12118,1592,1227,647,171,106,0.131374814,0.101254332,0.053391649,0.014111239,0.008747318
54169,1943,271,595,245,22,32,0.139475039,0.306227483,0.12609367,0.011322697,0.016469377
54170,2386,271,279,92,7,3,0.113579212,0.116932104,0.038558256,0.00293378,0.001257334
54171,2463,285,469,215,14,14,0.115712546,0.190418189,0.08729192,0.005684125,0.005684125
54173,3008,446,820,140,30,64,0.148271277,0.272606383,0.046542553,0.009973404,0.021276596
54174,2212,207,160,60,7,6,0.09358047,0.072332731,0.027124774,0.003164557,0.002712477
54175,813,132,122,35,2,3,0.162361624,0.150061501,0.043050431,0.002460025,0.003690037
54177,2294,181,297,62,6,0,0.078901482,0.129468178,0.027027027,0.002615519,0
54180,2166,313,505,157,15,21,0.144506002,0.233148661,0.072483841,0.006925208,0.009695291
54201,3808,400,539,122,12,5,0.105042017,0.141544118,0.032037815,0.003151261,0.001313025
54202,1054,68,296,112,36,40,0.064516129,0.280834915,0.10626186,0.034155598,0.037950664
54204,1191,164,172,61,5,4,0.137699412,0.144416457,0.051217464,0.004198153,0.003358522
54205,1447,154,152,33,23,0,0.106427091,0.105044921,0.022805805,0.015894955,0
54207,123,10,2,7,0,0,0.081300813,0.016260163,0.056910569,0,0
54208,4188,608,653,158,41,16,0.145176695,0.155921681,0.037726839,0.009789876,0.003820439
54209,1090,118,289,98,25,14,0.108256881,0.265137615,0.089908257,0.02293578,0.012844037
54210,687,59,161,138,4,8,0.08588064,0.234352256,0.200873362,0.005822416,0.011644833
54211,245,18,114,40,0,1,0.073469388,0.465306122,0.163265306,0,0.004081633
54212,920,65,317,156,32,23,0.070652174,0.344565217,0.169565217,0.034782609,0.025
54213,921,83,84,13,8,11,0.090119435,0.091205212,0.014115092,0.008686211,0.01194354
54214,175,22,21,7,0,0,0.125714286,0.12,0.04,0,0
54216,4669,532,588,158,29,35,0.113943028,0.125937031,0.033840223,0.00621118,0.007496252
54217,4911,631,852,186,38,22,0.12848707,0.173488088,0.03787416,0.007737732,0.004479739
54220,27729,3018,4263,1432,329,93,0.108839121,0.153737964,0.051642685,0.011864835,0.003353889
54227,1112,139,141,30,5,3,0.125,0.126798561,0.026978417,0.004496403,0.002697842
54228,1895,230,188,70,9,0,0.121372032,0.099208443,0.036939314,0.00474934,0
54229,3272,363,432,254,34,3,0.11094132,0.13202934,0.077628362,0.010391198,0.00091687
54230,3233,413,378,122,22,7,0.127745128,0.11691927,0.037735849,0.006804825,0.002165172
54232,610,59,73,15,0,0,0.096721311,0.119672131,0.024590164,0,0
54234,1404,104,446,157,58,34,0.074074074,0.317663818,0.111823362,0.041310541,0.024216524
54235,12695,1199,2270,925,277,135,0.094446633,0.178810555,0.072863332,0.021819614,0.010634108
54241,10724,1231,1281,376,41,13,0.114789258,0.119451697,0.035061544,0.0038232,0.001212234
54245,1450,169,215,53,11,5,0.116551724,0.148275862,0.036551724,0.007586207,0.003448276
54246,699,42,174,103,28,28,0.060085837,0.248927039,0.147353362,0.040057225,0.040057225
54247,1650,213,237,77,0,4,0.129090909,0.143636364,0.046666667,0,0.002424242
54301,15664,1696,3612,1195,491,139,0.108273749,0.230592441,0.076289581,0.031345761,0.008873851
54302,19341,1971,2850,790,261,123,0.101907864,0.147355359,0.040845871,0.013494649,0.006359547
54303,18271,2001,2458,596,97,44,0.109517815,0.13453013,0.032619999,0.00530896,0.002408188
54304,19153,2663,3286,931,188,40,0.139038271,0.171565812,0.048608573,0.009815695,0.002088446
54307,847,0,0,0,0,0,0,0,0,0,0
54311,22632,2449,5585,1353,412,253,0.108209615,0.246774479,0.059782609,0.018204312,0.011178862
54313,26167,3778,6421,2115,450,132,0.144380326,0.245385409,0.080826996,0.017197233,0.005044522
54401,20957,2854,4111,1186,447,96,0.136183614,0.196163573,0.056592069,0.021329389,0.004580808
54403,17760,2149,3098,1435,412,84,0.121002252,0.174436937,0.08079955,0.023198198,0.00472973
54405,1918,146,177,37,2,1,0.076120959,0.092283629,0.019290928,0.001042753,0.000521376
54406,2289,310,488,158,31,26,0.135430319,0.213193534,0.069025775,0.013543032,0.011358672
54407,1102,105,247,72,18,22,0.095281307,0.224137931,0.065335753,0.016333938,0.019963702
54408,737,109,42,22,0,2,0.147896879,0.056987788,0.029850746,0,0.002713704
54409,9029,947,1006,377,150,9,0.104884262,0.111418762,0.041754347,0.016613135,0.000996788
54410,1590,173,211,62,9,9,0.108805031,0.132704403,0.038993711,0.005660377,0.005660377
54411,3500,344,342,117,22,4,0.098285714,0.097714286,0.033428571,0.006285714,0.001142857
54412,1440,156,166,48,10,9,0.108333333,0.115277778,0.033333333,0.006944444,0.00625
54413,111,18,9,0,2,0,0.162162162,0.081081081,0,0.018018018,0
54414,2331,261,234,82,15,13,0.111969112,0.1003861,0.035178035,0.006435006,0.005577006
54416,1247,97,86,38,7,2,0.077786688,0.068965517,0.030473136,0.005613472,0.001603849
54417,35,1,0,1,0,0,0.028571429,0,0.028571429,0,0
54418,715,79,59,30,3,1,0.11048951,0.082517483,0.041958042,0.004195804,0.001398601
54420,785,58,94,29,9,0,0.07388535,0.119745223,0.036942675,0.011464968,0
54421,2149,190,115,28,22,7,0.088413215,0.053513262,0.013029316,0.01023732,0.003257329
54422,706,32,38,6,2,0,0.045325779,0.053824363,0.008498584,0.002832861,0
54423,1610,186,295,55,46,5,0.11552795,0.183229814,0.034161491,0.028571429,0.00310559
54424,1280,127,166,83,20,7,0.09921875,0.1296875,0.06484375,0.015625,0.00546875
54425,1277,110,94,33,0,0,0.086139389,0.073610023,0.025841817,0,0
54426,2869,429,329,70,16,16,0.149529453,0.114674102,0.024398745,0.005576856,0.005576856
54427,827,91,77,11,0,3,0.110036276,0.093107618,0.013301088,0,0.00362757
54428,783,78,85,34,17,3,0.099616858,0.108556833,0.043422733,0.021711367,0.003831418
54430,109,21,14,5,0,0,0.19266055,0.128440367,0.04587156,0,0
54433,1212,99,116,37,3,5,0.081683168,0.095709571,0.030528053,0.002475248,0.004125413
54435,1578,178,170,42,7,8,0.112801014,0.107731305,0.02661597,0.004435995,0.005069708
54436,1352,111,110,24,4,1,0.082100592,0.081360947,0.017751479,0.00295858,0.000739645
54437,1912,159,171,61,11,4,0.083158996,0.089435146,0.031903766,0.005753138,0.00209205
54440,2158,268,250,85,14,0,0.124189064,0.115848007,0.039388323,0.006487488,0
54441,605,105,120,41,12,7,0.173553719,0.198347107,0.067768595,0.019834711,0.011570248
54442,726,89,87,28,6,0,0.122589532,0.119834711,0.038567493,0.008264463,0
54443,1575,203,221,45,10,11,0.128888889,0.14031746,0.028571429,0.006349206,0.006984127
54446,1892,155,160,49,17,0,0.08192389,0.084566596,0.02589852,0.008985201,0
54447,333,33,39,5,0,0,0.099099099,0.117117117,0.015015015,0,0
54448,3021,528,439,123,25,11,0.174776564,0.14531612,0.040714995,0.008275405,0.003641178
54449,18363,1945,2884,1217,833,400,0.105919512,0.157054947,0.066274574,0.045362958,0.021782933
54450,293,25,13,2,0,0,0.085324232,0.044368601,0.006825939,0,0
54451,8156,933,867,355,55,22,0.114394311,0.106302109,0.043526238,0.006743502,0.002697401
54452,13397,1671,1611,569,119,40,0.124729417,0.120250802,0.042472195,0.008882586,0.002985743
54454,909,82,84,12,2,3,0.090209021,0.092409241,0.01320132,0.00220022,0.00330033
54455,12303,1833,2272,716,135,43,0.148988052,0.184670406,0.058197188,0.010972933,0.003495083
54456,4294,507,376,118,29,15,0.118071728,0.087564043,0.027480205,0.00675361,0.003493246
54457,6001,595,614,213,80,36,0.099150142,0.102316281,0.035494084,0.013331111,0.005999
54458,57,6,14,2,0,0,0.105263158,0.245614035,0.035087719,0,0
54459,890,85,101,30,6,2,0.095505618,0.113483146,0.033707865,0.006741573,0.002247191
54460,1718,117,160,24,17,10,0.068102445,0.093131548,0.013969732,0.009895227,0.005820722
54462,283,30,7,11,0,0,0.106007067,0.024734982,0.038869258,0,0
54463,502,44,59,19,0,2,0.087649402,0.11752988,0.037848606,0,0.003984064
54465,496,68,32,8,0,0,0.137096774,0.064516129,0.016129032,0,0
54466,2015,224,235,77,14,4,0.111166253,0.11662531,0.0382134,0.006947891,0.001985112
54467,9206,888,2241,589,145,94,0.096458831,0.243428199,0.063980013,0.015750597,0.010210732
54469,1165,147,153,107,9,17,0.126180258,0.131330472,0.091845494,0.007725322,0.014592275
54470,1438,131,150,51,5,4,0.091098748,0.104311544,0.035465925,0.003477051,0.002781641
54471,1315,214,200,68,16,19,0.162737643,0.152091255,0.051711027,0.0121673,0.014448669
54473,1923,157,197,51,7,14,0.081643266,0.102444098,0.026521061,0.003640146,0.007280291
54474,2664,373,530,154,21,0,0.140015015,0.198948949,0.057807808,0.007882883,0
54475,1168,206,118,31,3,7,0.176369863,0.101027397,0.026541096,0.002568493,0.005993151
54476,12547,1555,2219,810,231,99,0.123934008,0.176855025,0.064557265,0.018410775,0.007890332
54479,2464,236,253,84,26,0,0.095779221,0.102678571,0.034090909,0.010551948,0
54480,839,76,64,32,0,0,0.090584029,0.076281287,0.038140644,0,0
54481,16335,1347,3974,1347,330,430,0.082460973,0.243281298,0.082460973,0.02020202,0.026323845
54482,6733,852,1395,495,37,173,0.126540918,0.207188475,0.073518491,0.005495322,0.025694341
54484,3351,430,439,121,29,9,0.128319905,0.13100567,0.036108624,0.008654133,0.002685765
54485,271,23,34,14,0,3,0.084870849,0.125461255,0.051660517,0,0.011070111
54486,1671,148,177,39,4,1,0.088569719,0.105924596,0.023339318,0.002393776,0.000598444
54487,7478,865,981,290,71,50,0.11567264,0.131184809,0.038780423,0.009494517,0.00668628
54488,780,59,57,16,5,0,0.075641026,0.073076923,0.020512821,0.006410256,0
54489,1076,151,103,41,14,0,0.140334572,0.095724907,0.038104089,0.013011152,0
54490,594,57,67,16,2,0,0.095959596,0.112794613,0.026936027,0.003367003,0
54491,1224,108,119,39,4,0,0.088235294,0.097222222,0.031862745,0.003267974,0
54493,474,26,40,13,5,3,0.054852321,0.084388186,0.02742616,0.010548523,0.006329114
54494,19353,2728,2701,1040,206,99,0.140960058,0.139564925,0.053738438,0.010644345,0.005115486
54495,5268,709,527,138,10,7,0.134586181,0.100037965,0.0261959,0.001898254,0.001328778
54498,1464,115,78,25,3,1,0.078551913,0.053278689,0.017076503,0.00204918,0.00068306
54499,2110,185,211,101,4,6,0.087677725,0.1,0.047867299,0.001895735,0.002843602
54501,14612,1614,2494,939,251,107,0.110457158,0.170681632,0.06426225,0.017177662,0.007322748
54511,936,112,96,26,5,4,0.11965812,0.102564103,0.027777778,0.00534188,0.004273504
54512,702,26,162,81,3,16,0.037037037,0.230769231,0.115384615,0.004273504,0.022792023
54513,342,39,34,9,0,0,0.114035088,0.099415205,0.026315789,0,0
54514,1459,174,182,35,3,9,0.119259767,0.124742975,0.023989034,0.002056203,0.006168609
54515,353,27,33,3,2,0,0.076487252,0.093484419,0.008498584,0.005665722,0
54517,81,5,6,3,0,0,0.061728395,0.074074074,0.037037037,0,0
54519,1034,92,166,57,12,21,0.088974855,0.160541586,0.055125725,0.011605416,0.020309478
54520,2921,332,229,128,44,7,0.113659706,0.078397809,0.043820609,0.015063334,0.00239644
54521,6101,590,1135,403,32,34,0.096705458,0.186035076,0.066054745,0.005245042,0.005572857
54524,526,62,72,34,0,0,0.117870722,0.136882129,0.064638783,0,0
54525,167,22,18,3,0,0,0.131736527,0.107784431,0.017964072,0,0
54526,575,55,67,6,1,0,0.095652174,0.116521739,0.010434783,0.00173913,0
54527,743,62,55,24,9,0,0.083445491,0.074024226,0.03230148,0.012113055,0
54529,919,101,145,50,14,3,0.109902067,0.157780196,0.054406964,0.01523395,0.003264418
54530,646,63,46,9,0,0,0.09752322,0.07120743,0.013931889,0,0
54531,1102,105,237,89,17,6,0.095281307,0.215063521,0.08076225,0.015426497,0.005444646
54534,1801,234,241,72,15,3,0.129927818,0.133814547,0.03997779,0.008328706,0.001665741
54536,150,28,22,0,0,0,0.186666667,0.146666667,0,0,0
54537,352,50,35,5,1,0,0.142045455,0.099431818,0.014204545,0.002840909,0
54538,2165,125,340,172,29,8,0.057736721,0.15704388,0.079445727,0.013394919,0.00369515
54539,1063,34,160,65,41,15,0.031984948,0.150517404,0.061147695,0.038570085,0.014111007
54540,731,73,152,39,10,7,0.099863201,0.207934337,0.053351573,0.013679891,0.009575923
54541,821,85,86,40,13,2,0.103532278,0.104750305,0.048721072,0.015834348,0.002436054
54542,332,18,16,3,0,0,0.054216867,0.048192771,0.009036145,0,0
54545,773,49,173,96,35,11,0.063389392,0.223803364,0.124191462,0.045278137,0.014230272
54546,911,127,98,33,3,0,0.139407245,0.107574094,0.03622393,0.003293085,0
54547,1215,163,156,74,15,9,0.134156379,0.128395062,0.06090535,0.012345679,0.007407407
54548,3881,351,803,395,115,69,0.090440608,0.206905437,0.101777892,0.029631538,0.017778923
54550,448,69,82,31,0,2,0.154017857,0.183035714,0.069196429,0,0.004464286
54552,3246,357,392,115,35,20,0.109981516,0.120764017,0.035428219,0.010782502,0.006161429
54554,839,80,137,19,21,18,0.095351609,0.163289631,0.022646007,0.025029797,0.021454112
54555,3637,404,528,153,18,12,0.111080561,0.145174594,0.042067638,0.004949134,0.003299423
54556,879,69,72,16,3,0,0.078498294,0.081911263,0.018202503,0.003412969,0
54557,787,60,169,93,24,22,0.076238882,0.214739517,0.118170267,0.030495553,0.027954257
54558,1572,303,236,118,28,4,0.192748092,0.150127226,0.075063613,0.017811705,0.002544529
54559,538,71,37,13,6,2,0.13197026,0.068773234,0.024163569,0.011152416,0.003717472
54560,475,57,87,17,19,0,0.12,0.183157895,0.035789474,0.04,0
54561,6,0,0,0,0,0,0,0,0,0,0
54562,1535,161,386,156,15,16,0.104885993,0.251465798,0.101628664,0.009771987,0.010423453
54563,531,67,72,21,9,1,0.126177024,0.13559322,0.039548023,0.016949153,0.001883239
54564,329,19,19,5,0,0,0.05775076,0.05775076,0.015197568,0,0
54565,45,11,4,8,0,0,0.244444444,0.088888889,0.177777778,0,0
54566,931,87,89,39,4,2,0.093447905,0.095596133,0.04189044,0.004296455,0.002148228
54568,3552,323,640,205,52,5,0.090934685,0.18018018,0.057713964,0.01463964,0.001407658
54601,28741,3777,6828,2589,793,826,0.131415052,0.237570022,0.090080373,0.027591246,0.028739431
54603,9835,1344,1621,502,36,47,0.136654804,0.164819522,0.051042196,0.003660397,0.004778851
54610,1202,129,157,62,8,9,0.107321131,0.130615641,0.051580699,0.006655574,0.007487521
54611,827,62,105,24,13,5,0.07496977,0.126964933,0.029020556,0.015719468,0.006045949
54612,3271,299,474,159,21,2,0.091409355,0.144909814,0.048608988,0.006420055,0.000611434
54613,1407,122,109,34,6,4,0.086709311,0.077469794,0.02416489,0.004264392,0.002842928
54614,1944,268,264,80,19,2,0.137860082,0.135802469,0.041152263,0.009773663,0.001028807
54615,7686,731,672,316,66,35,0.095107989,0.087431694,0.041113713,0.008587041,0.004553734
54616,1684,119,177,38,12,9,0.070665083,0.105106888,0.022565321,0.007125891,0.005344418
54618,1479,159,145,48,2,3,0.107505071,0.098039216,0.032454361,0.001352265,0.002028398
54619,2085,214,221,80,17,9,0.10263789,0.105995204,0.038369305,0.008153477,0.004316547
54621,889,154,122,24,19,20,0.173228346,0.137232846,0.026996625,0.021372328,0.022497188
54622,1503,160,240,66,6,9,0.106453759,0.159680639,0.043912176,0.003992016,0.005988024
54623,1399,178,248,109,9,23,0.127233738,0.177269478,0.077912795,0.006433167,0.016440315
54624,1106,151,125,41,8,1,0.136528029,0.113019892,0.037070524,0.007233273,0.000904159
54625,181,25,15,0,0,0,0.138121547,0.082872928,0,0,0
54626,918,104,120,28,17,2,0.11328976,0.130718954,0.030501089,0.018518519,0.002178649
54627,1261,129,148,83,8,3,0.102299762,0.117367169,0.065820777,0.006344171,0.002379064
54628,793,77,75,36,5,2,0.097099622,0.094577554,0.045397226,0.00630517,0.002522068
54629,1875,218,247,108,15,17,0.116266667,0.131733333,0.0576,0.008,0.009066667
54630,2748,402,470,148,23,14,0.14628821,0.171033479,0.053857351,0.008369723,0.005094614
54631,1219,150,151,80,11,2,0.123051682,0.123872026,0.065627564,0.00902379,0.001640689
54632,814,104,110,57,15,12,0.127764128,0.135135135,0.07002457,0.018427518,0.014742015
54634,2829,327,297,110,24,12,0.115588547,0.104984093,0.038882998,0.008483563,0.004241782
54635,1329,138,125,46,5,0,0.103837472,0.094055681,0.034612491,0.003762227,0
54636,9568,1511,1842,714,117,81,0.157922241,0.192516722,0.074623746,0.012228261,0.008465719
54637,135,16,22,10,0,0,0.118518519,0.162962963,0.074074074,0,0
54638,1019,70,98,28,5,0,0.068694799,0.096172718,0.02747792,0.004906771,0
54639,1686,131,218,99,13,12,0.077698695,0.129300119,0.058718861,0.007710558,0.007117438
54641,3,0,1,0,0,0,0,0.333333333,0,0,0
54642,1366,153,166,72,6,4,0.112005857,0.121522694,0.052708638,0.004392387,0.002928258
54644,1049,164,122,56,7,6,0.156339371,0.116301239,0.053384175,0.006673022,0.005719733
54645,35,3,8,3,0,0,0.085714286,0.228571429,0.085714286,0,0
54646,2952,250,186,76,7,22,0.084688347,0.06300813,0.025745257,0.002371274,0.007452575
54648,1007,60,77,23,8,2,0.05958292,0.076464747,0.022840119,0.007944389,0.001986097
54650,16450,2383,3534,1596,551,203,0.144863222,0.214832827,0.097021277,0.033495441,0.012340426
54651,885,96,80,36,7,4,0.108474576,0.09039548,0.040677966,0.007909605,0.004519774
54652,647,44,76,53,2,7,0.068006182,0.117465224,0.081916538,0.00309119,0.010819165
54653,533,88,61,13,3,0,0.165103189,0.114446529,0.024390244,0.005628518,0
54654,67,14,4,0,0,0,0.208955224,0.059701493,0,0,0
54655,1294,94,136,51,12,13,0.072642968,0.105100464,0.039412674,0.00927357,0.010046368
54656,12339,1492,1815,580,175,70,0.120917416,0.147094578,0.04700543,0.014182673,0.005673069
54657,247,40,19,8,3,4,0.16194332,0.076923077,0.032388664,0.012145749,0.016194332
54658,1775,229,287,92,15,5,0.129014085,0.161690141,0.051830986,0.008450704,0.002816901
54659,928,104,55,39,0,0,0.112068966,0.059267241,0.042025862,0,0
54660,10903,968,1641,417,123,59,0.088782904,0.150509034,0.038246354,0.011281299,0.005411355
54661,2575,386,477,156,41,11,0.149902913,0.185242718,0.060582524,0.01592233,0.004271845
54664,1133,98,121,49,8,30,0.086496028,0.106796117,0.043248014,0.0070609,0.026478376
54665,5878,580,941,374,75,54,0.098673018,0.160088465,0.063627084,0.012759442,0.009186798
54666,1867,199,189,72,10,5,0.106588109,0.101231923,0.038564542,0.005356186,0.002678093
54667,3169,444,495,180,42,4,0.140107289,0.156200694,0.056800252,0.013253392,0.001262228
54669,5608,666,1243,537,99,39,0.118758916,0.221647646,0.095756063,0.017653352,0.006954351
54670,1030,93,79,21,5,8,0.090291262,0.076699029,0.02038835,0.004854369,0.00776699
54701,24824,2977,5748,2634,643,406,0.119924267,0.231550113,0.106106993,0.025902353,0.01635514
54703,26833,4297,5101,1543,173,193,0.160138635,0.19010174,0.05750382,0.006447285,0.007192636
54720,5101,1024,916,303,192,169,0.200744952,0.179572633,0.059400118,0.037639678,0.033130759
54721,956,123,83,31,5,2,0.128661088,0.086820084,0.032426778,0.005230126,0.00209205
54722,2670,336,186,94,14,11,0.125842697,0.069662921,0.035205993,0.005243446,0.00411985
54723,889,92,100,35,7,4,0.103487064,0.112485939,0.039370079,0.007874016,0.004499438
54724,5233,741,714,196,37,5,0.141601376,0.136441812,0.037454615,0.007070514,0.000955475
54725,1932,225,261,69,6,5,0.116459627,0.135093168,0.035714286,0.00310559,0.002587992
